	CONCETTI TARGET	familiarita'	concretezza	immaginabilita'
0	consultare l'articolo	4	2	4
1	presentare la domanda	3	2	4
2	spiegare il motivo	5	3	4
3	consultare la sezione	1	1	1
4	consultare l'elenco	3	2	3
5	presentare l'istanza	1	1	2
6	presentare il progetto	3	2	4
7	spiegare la parola	4	2	3
8	spiegare la situazione	4	2	4
9	consultare l'appendice	3	3	4
10	presentare la denuncia	2	2	4
11	presentare il programma	2	2	3
12	consultare l'esperto	3	2	4
13	presentare il problema	3	2	4
14	spiegare la ragione	4	2	4
15	consultare la tabella	3	1	3
16	spiegare il significato	4	2	4
17	spiegare il concetto	4	2	4
