	CONCETTI TARGET	familiarita'	concretezza	immaginabilita'
0	comprare il tavolo	4	5	5
1	vendere il tavolo	4	5	5
2	riparare la scrivania	3	5	5
3	comprare la scrivania	5	5	5
4	vendere il frigo	5	5	5
5	vendere la sedia	5	5	5
6	pulire la sedia	5	5	5
7	riparare la sedia	5	5	5
8	riparare il frigo	2	5	4
9	riparare il tavolo	5	5	5
10	pulire il divano	5	5	5
11	comprare il divano	5	5	5
12	vendere la scrivania	4	5	5
13	comprare l'armadio	5	5	5
14	pulire la scrivania	5	5	5
15	pulire l'armadio	5	5	5
16	riparare l'armadio	5	5	5
17	comprare la sedia	5	5	5
18	vendere il divano	2	5	5
19	pulire il tavolo	5	5	5
20	comprare il frigo	5	5	5
21	riparare il divano	1	5	5
22	pulire il frigo	5	5	5
23	vendere l'armadio	3	5	5
