	CONCETTI TARGET	familiarita'	concretezza	immaginabilita'
0	ristrutturare l'ospedale	2	3	3
1	sostenere la caserma	1	2	1
2	valutare la proposta	3	2	2
3	aiutare il collegio	2	2	1
4	istituire l'ufficio	2	2	2
5	visitare la brigata	1	2	3
6	distruggere il monumento	3	4	4
7	costruire l'edificio	2	4	3
8	edificare il socialismo	1	1	1
9	aiutare il cliente	3	2	2
10	istituire il mercato	1	1	1
11	ristrutturare il collegio	2	3	3
12	valutare la condizione	2	1	2
13	distruggere il duomo	2	3	4
14	costruire il duomo	2	4	3
15	sospendere il mercato	1	1	1
16	sospendere il processo	2	2	3
17	edificare la casa	2	4	4
18	distruggere l'esercito	1	2	2
19	sospendere lo sciopero	2	3	3
20	sostenere lo sforzo	4	2	2
21	visitare l'edificio	3	2	3
22	mantenere la squadra	2	2	2
23	valutare l'ipotesi	2	1	2
24	mantenere il castello	1	3	3
25	mantenere l'edificio	2	2	2
26	ristrutturare la scuola	1	3	2
27	istituire la commissione	1	2	3
28	distruggere il reggimento	1	2	2
29	distruggere la brigata	1	3	3
30	distruggere la squadra	2	3	3
31	ristrutturare l'azienda	1	2	3
32	sostenere il contrario	4	2	3
33	costruire il condominio	1	3	3
34	aiutare l'ufficio	2	3	2
35	costruire il reggimento	1	2	1
36	sospendere la seduta	2	3	4
37	ristrutturare il mercato	1	1	1
38	ristrutturare lo albergo	1	3	2
39	visitare la palazzina	3	2	3
40	demolire la casa	2	4	4
41	sostenere l'ospedale	2	3	3
42	aiutare la crescita	2	1	1
43	valutare la chiesa	2	2	2
44	sospendere lo albergo	1	1	1
45	demolire la torre	2	4	4
46	sostenere il mercato	1	1	1
47	aiutare il processo	2	1	1
48	valutare la situazione	3	2	3
49	edificare il collegio	2	4	4
50	valutare l'efficacia	3	2	2
51	edificare lo albergo	2	3	4
52	istituire la scuola	1	1	1
53	aiutare lo albergo	2	2	2
54	costruire il partito	1	2	2
55	costruire l'esercito	1	2	1
56	visitare la famiglia	4	3	4
57	aiutare la caserma	2	2	2
58	costruire il monumento	2	4	4
59	mantenere il comitato	1	2	2
60	visitare l'esercito	1	3	3
61	demolire il muro	2	3	3
62	sostenere l'esame	5	3	4
63	demolire la scuola	2	3	3
64	sostenere l'ufficio	2	2	2
65	distruggere il condominio	2	4	3
66	sospendere l'ufficio	1	2	2
67	visitare il comitato	2	3	3
68	sospendere l'ospedale	1	2	2
69	visitare il castello	3	3	3
70	istituire il servizio	1	1	1
71	distruggere la famiglia	3	2	2
72	demolire il collegio	2	3	4
73	edificare l'ospedale	1	3	4
74	edificare la scuola	2	3	4
75	valutare l'impatto	3	2	1
76	edificare il mercato	1	1	1
77	mantenere la famiglia	2	3	4
78	sostenere la scuola	2	2	2
79	costruire il castello	1	3	4
80	distruggere il palazzo	2	4	4
81	costruire la palazzina	2	3	4
82	distruggere il comitato	2	2	2
83	valutare il rischio	3	2	2
84	mantenere il monumento	1	2	2
85	sospendere la scuola	1	1	1
86	istituire il consiglio	2	2	2
87	sospendere la partita	3	3	4
88	mantenere il duomo	2	2	2
89	costruire la squadra	2	3	3
90	ristrutturare l'appartamento	2	4	4
91	valutare il caso	3	2	2
92	visitare il reggimento	1	2	3
93	istituire lo albergo	1	1	1
94	ristrutturare la chiesa	1	3	3
95	sostenere il collegio	1	2	2
96	ristrutturare la casa	2	3	4
97	visitare il duomo	3	3	4
98	demolire l'ufficio	2	3	3
99	valutare la scuola	3	2	2
100	mantenere il partito	1	2	2
101	istituire il tribunale	1	1	1
102	sospendere il servizio	2	3	3
103	visitare il monumento	3	3	4
104	distruggere il castello	2	3	4
