	CONCETTI TARGET	familiarita'	concretezza	immaginabilita'
0	comprare il tavolo	1	4	5
1	vendere il tavolo	1	1	1
2	riparare la scrivania	3	4	4
3	comprare la scrivania	5	5	5
4	vendere il frigo	1	3	1
5	vendere la sedia	2	1	1
6	pulire la sedia	4	4	5
7	riparare la sedia	3	1	1
8	riparare il frigo	3	2	1
9	riparare il tavolo	3	3	2
10	pulire il divano	5	5	4
11	comprare il divano	5	5	5
12	vendere la scrivania	1	4	2
13	comprare l'armadio	5	4	5
14	pulire la scrivania	5	5	5
15	pulire l'armadio	5	5	5
16	riparare l'armadio	4	3	3
17	comprare la sedia	5	5	5
18	vendere il divano	2	1	1
19	pulire il tavolo	5	5	5
20	comprare il frigo	3	4	1
21	riparare il divano	1	1	1
22	pulire il frigo	2	4	4
23	vendere l'armadio	1	4	1
