	CONCETTI TARGET	familiarita'	concretezza	immaginabilita'
0	chiudere il libro	5	5	5
1	sfogliare il catalogo	2	4	4
2	presentare il libro	3	3	5
3	regalare il diario	1	2	3
4	sfogliare il libro	5	5	4
5	aprire la rivista	3	4	3
6	consultare la rivista	2	4	4
7	regalare il catalogo	1	3	3
8	regalare il libro	3	4	3
9	comprare il libro	5	4	4
10	raccogliere il catalogo	1	4	3
11	comprare il disegno	1	3	2
12	raccogliere il disegno	2	4	3
13	comprare il catalogo	2	4	3
14	raccogliere il libro	2	3	2
15	regalare la rivista	1	1	2
16	raccogliere la rivista	1	3	3
17	consultare il catalogo	3	4	3
18	presentare il catalogo	2	4	3
19	presentare il disegno	2	3	2
20	consultare il libro	4	5	4
21	aprire il catalogo	2	4	3
22	chiudere il catalogo	3	4	3
23	spiegare il disegno	1	4	2
24	presentare il diario	2	3	3
25	chiudere la rivista	3	3	2
26	spiegare il libro	3	3	3
27	regalare il disegno	2	4	3
28	comprare il diario	3	4	2
29	sfogliare il diario	3	4	3
30	aprire il diario	3	4	3
31	chiudere il diario	3	4	3
32	sfogliare la rivista	4	4	3
33	raccogliere il diario	2	4	3
34	presentare la rivista	1	4	3
35	comprare la rivista	4	4	4
36	aprire il libro	5	5	4
