	CONCETTI TARGET	familiarita'	concretezza	immaginabilita'
0	ristrutturare l'ospedale	4	5	3
1	sostenere la caserma	3	2	3
2	valutare la proposta	2	2	5
3	aiutare il collegio	3	4	2
4	istituire l'ufficio	2	3	4
5	visitare la brigata	1	4	5
6	distruggere il monumento	1	2	3
7	costruire l'edificio	4	5	4
8	edificare il socialismo	2	3	3
9	aiutare il cliente	3	4	2
10	istituire il mercato	4	3	2
11	ristrutturare il collegio	4	4	2
12	valutare la condizione	2	3	2
13	distruggere il duomo	2	3	4
14	costruire il duomo	2	3	4
15	sospendere il mercato	5	2	5
16	sospendere il processo	2	3	4
17	edificare la casa	3	3	2
18	distruggere l'esercito	4	3	2
19	sospendere lo sciopero	3	2	1
20	sostenere lo sforzo	3	3	3
21	visitare l'edificio	3	4	5
22	mantenere la squadra	2	3	4
23	valutare l'ipotesi	1	3	2
24	mantenere il castello	2	3	4
25	mantenere l'edificio	2	3	4
26	ristrutturare la scuola	5	4	4
27	istituire la commissione	3	5	5
28	distruggere il reggimento	2	4	5
29	distruggere la brigata	2	2	4
30	distruggere la squadra	2	4	4
31	ristrutturare l'azienda	2	4	4
32	sostenere il contrario	1	2	3
33	costruire il condominio	1	3	5
34	aiutare l'ufficio	2	2	4
35	costruire il reggimento	2	4	4
36	sospendere la seduta	1	2	3
37	ristrutturare il mercato	1	3	4
38	ristrutturare lo albergo	1	2	4
39	visitare la palazzina	2	4	3
40	demolire la casa	2	2	3
41	sostenere l'ospedale	3	4	5
42	aiutare la crescita	1	5	2
43	valutare la chiesa	1	3	4
44	sospendere lo albergo	2	1	3
45	demolire la torre	1	2	3
46	sostenere il mercato	1	1	3
47	aiutare il processo	1	1	3
48	valutare la situazione	2	2	3
49	edificare il collegio	2	4	3
50	valutare l'efficacia	1	1	3
51	edificare lo albergo	3	3	3
52	istituire la scuola	1	2	3
53	aiutare lo albergo	3	5	4
54	costruire il partito	2	3	3
55	costruire l'esercito	3	4	2
56	visitare la famiglia	2	3	2
57	aiutare la caserma	2	3	4
58	costruire il monumento	2	4	5
59	mantenere il comitato	2	3	3
60	visitare l'esercito	1	2	3
61	demolire il muro	3	4	4
62	sostenere l'esame	1	3	5
63	demolire la scuola	2	5	5
64	sostenere l'ufficio	2	5	5
65	distruggere il condominio	3	2	1
66	sospendere l'ufficio	1	2	3
67	visitare il comitato	3	1	2
68	sospendere l'ospedale	3	2	4
69	visitare il castello	2	3	5
70	istituire il servizio	2	4	2
71	distruggere la famiglia	2	4	2
72	demolire il collegio	1	5	4
73	edificare l'ospedale	1	2	3
74	edificare la scuola	1	4	5
75	valutare l'impatto	3	4	5
76	edificare il mercato	2	2	2
77	mantenere la famiglia	3	3	3
78	sostenere la scuola	2	3	3
79	costruire il castello	2	2	3
80	distruggere il palazzo	1	3	3
81	costruire la palazzina	2	4	4
82	distruggere il comitato	2	3	3
83	valutare il rischio	3	2	3
84	mantenere il monumento	3	3	3
85	sospendere la scuola	2	2	3
86	istituire il consiglio	3	4	2
87	sospendere la partita	2	3	4
88	mantenere il duomo	3	4	4
89	costruire la squadra	1	2	3
90	ristrutturare l'appartamento	3	4	4
91	valutare il caso	2	3	5
92	visitare il reggimento	3	3	5
93	istituire lo albergo	2	3	4
94	ristrutturare la chiesa	3	4	5
95	sostenere il collegio	3	2	1
96	ristrutturare la casa	2	3	3
97	visitare il duomo	2	3	2
98	demolire l'ufficio	1	2	3
99	valutare la scuola	1	1	3
100	mantenere il partito	1	3	4
101	istituire il tribunale	1	2	3
102	sospendere il servizio	2	3	3
103	visitare il monumento	1	2	3
104	distruggere il castello	1	1	4
105	edificare il muro	2	3	4
106	demolire la caserma	2	3	4
107	visitare la squadra	1	2	3
108	aiutare il popolo	1	3	2
109	edificare l'ufficio	1	3	2
110	aiutare la scuola	1	3	4
111	distruggere il partito	1	2	3
112	demolire l'ospedale	4	2	5
113	demolire la fondamenta	2	3	5
114	edificare la chiesa	2	4	4
115	sospendere la chiesa	4	2	3
116	mantenere la palazzina	3	3	1
117	mantenere il condominio	2	3	4
118	costruire il palazzo	1	2	3
119	ristrutturare la caserma	3	4	2
120	visitare il partito	1	3	2
121	valutare la caserma	2	3	4
122	aiutare la persona	1	2	3
123	costruire il comitato	1	4	2
124	demolire il mercato	1	3	2
125	costruire il grattacielo	2	4	4
126	istituire la caserma	1	2	3
127	distruggere la palazzina	4	2	5
128	edificare la torre	2	4	5
129	valutare il collegio	3	4	4
130	aiutare il bambino	4	2	3
131	valutare lo albergo	3	3	1
132	ristrutturare l'economia	2	3	4
133	distruggere l'edificio	1	2	3
134	sostenere lo albergo	3	4	2
135	demolire lo albergo	1	3	2
136	sostenere la tesi	2	3	2
137	sospendere la caserma	4	2	3
138	costruire la brigata	3	3	1
139	edificare la villa	2	3	4
140	mantenere l'esercito	1	2	3
141	istituire il collegio	3	4	2
142	visitare il palazzo	1	3	2
143	valutare il risultato	2	3	2
144	edificare la fortezza	3	3	3
145	sostenere il progetto	2	2	4
146	istituire la chiesa	3	2	1
147	valutare l'ufficio	3	4	2
148	mantenere il palazzo	1	3	2
149	aiutare l'ospedale	2	3	4
150	aiutare il mercato	1	2	3
151	aiutare la chiesa	1	4	2
152	ristrutturare l'ufficio	1	3	2
153	aiutare lo sviluppo	2	4	4
154	sostenere lo sviluppo	1	2	3
155	costruire la famiglia	4	2	5
156	istituire il sistema	2	4	5
157	valutare il mercato	3	4	4
158	valutare l'ospedale	4	2	3
159	sospendere la partenza	3	3	1
160	istituire l'ospedale	2	3	4
161	demolire la chiesa	1	2	3
162	sostenere la chiesa	3	4	2
163	sospendere il collegio	1	3	2
164	sostenere la causa	2	3	1
165	sospendere il pagamento	3	2	3
166	edificare la caserma	0	0	0
