	CONCETTI TARGET	familiarita'	concretezza	immaginabilita'
0	annullare il banchetto	2	3	2
1	organizzare il cenone	4	4	2
2	portare la cena	4	4	4
3	preparare la visita	3	3	1
4	cucinare il pranzo	4	4	4
5	prenotare il cenone	3	3	1
6	annunciare il ritiro	2	3	2
7	preparare la lasagna	4	4	4
8	annunciare il presidente	3	3	2
9	cucinare la colazione	4	4	4
10	cucinare la carne	4	4	4
11	annullare la cena	3	3	3
12	preparare il convegno	2	2	2
13	prenotare l'apertivo	3	3	2
14	organizzare il servizio	2	2	2
15	preparare il panino	4	4	4
16	pagare l'incontro	4	4	3
17	confezionare il pranzo	4	4	4
18	portare la arma	1	1	1
19	annunciare il risultato	3	3	3
20	preparare la festa	4	4	4
21	pagare la gita	4	4	4
22	prenotare il pranzo	3	4	2
23	annunciare il cenone	3	3	3
24	annullare l'apertivo	3	4	2
25	organizzare la campagna	2	2	2
26	pagare la pasta	4	3	3
27	prenotare il posto	4	4	4
28	confezionare la cena	3	3	3
29	organizzare il banchetto	2	4	3
30	annullare l'effetto	1	2	1
31	organizzare l'apertivo	4	4	4
32	confezione il pacco	2	2	2
33	annunciare la decisione	2	3	2
34	cucinare il piatto	4	4	4
35	prenotare il merenda	1	1	1
36	cucinare la cena	4	4	4
37	annullare il decreto	3	4	3
38	preparare il colloquio	4	4	4
39	portare la colazione	4	4	4
40	annunciare la battaglia	2	3	3
41	cucinare la verdura	4	4	4
42	cucinare la merenda	4	4	4
43	pagare il pane	4	4	4
44	confezione il regalo	4	3	4
45	annullare il pranzo	3	3	3
46	annunciare l'arrivo	4	4	4
47	annunciare il pranzo	3	3	3
48	annullare il colazione	3	3	3
49	confezionare l'aperitivo	1	2	1
50	pagare il risotto	3	4	2
51	cucinare la ricetta	4	4	4
52	annullare la decisione	2	2	2
53	portare l'aperitivo	4	4	4
54	cucinare il cibo	4	4	4
55	prenotare l'aereo	4	4	4
56	annullare l'ordinanza	1	3	1
57	preparare la gita	4	4	4
58	prenotare la cena	4	4	4
59	organizzare la cena	4	4	4
60	confezione il vestito	1	2	1
61	organizzare il corso	2	3	2
62	prenotare il volo	4	4	4
63	annullare l'iscrizione	2	3	2
64	confezione la camicia	2	2	2
65	confezione l'abito	2	2	2
66	pagare la visita	2	3	2
67	organizzare la spedizione	3	3	3
68	organizzare il merenda	2	2	2
69	annunciare il voto	3	4	3
70	prenotare il banchetto	2	3	2
71	preparare la pasta	5	5	5
72	pagare il convegno	2	4	2
73	annunciare il ministro	2	3	2
74	prenotare il biglietto	4	4	4
75	preparare il pane	4	4	4
76	portare la firma	2	2	2
77	annullare il cenone	2	3	2
78	annunciare l'intenzione	2	2	2
79	prenotare il banchetto	2	3	2
80	annullare la condanna	3	4	2
81	annullare il merenda	2	3	2
82	portare la mano	1	2	2
83	preparare la pizza	4	4	4
84	cucinare il cenone	4	4	4
85	preparare il risotto	4	4	4
86	portare il nome	1	2	2
87	pagare la lasagna	3	3	3
88	confezionare la colazione	2	2	2
89	portare il pranzo	4	4	4
90	portare l'acqua	4	4	4
91	organizzare il colazione	2	4	2
92	pagare il viaggio	4	4	4
93	preparare l'incontro	4	4	4
94	annunciare la cena	2	3	3
95	pagare la festa	4	4	4
96	portare il peso	4	3	3
97	pagare la pizza	4	4	4
98	organizzare la difesa	4	4	3
99	prenotare l'albergo	4	4	4
100	organizzare l'azione	3	3	3
101	prenotare la camera	4	4	4
102	annunciare l'apertivo	2	3	2
103	confezione il prodotto	4	4	4
104	confezionare la merenda	3	4	4
105	prenotare il treno	4	4	4
106	cucinare il banchetto	2	4	3
107	portare l'attenzione	3	3	3
108	annunciare il banchetto	2	3	3
109	portare il risultato	3	3	2
110	pagare il panino	4	4	4
111	portare la merenda	4	4	4
112	portare l'esempio	4	4	3
113	portare il frutto	4	4	4
114	organizzare il pranzo	4	4	4
115	preparare il viaggio	4	4	4
116	organizzare la giornata	4	4	4
117	prenotare il colazione	2	4	3
