	CONCETTI TARGET	familiarita'	concretezza	immaginabilita'
0	armadio antico	3	5	4
1	sedia antica	4	5	4
2	armadio nuovo	5	5	4
3	notizia vecchio	3	2	4
4	armadio moderno	3	4	4
5	sedia moderna	4	5	4
6	divano moderno	4	5	4
7	tavolo antico	4	5	4
8	idea vecchia	3	2	4
9	notizia nuova	4	3	3
10	poesia semplice	2	3	3
11	armadio semplice	4	5	3
12	favola nuova	1	1	5
13	poesia antica	3	2	4
14	poesia moderna	3	2	4
15	idea semplice	3	2	3
16	divano vecchio	5	5	4
17	storia nuova	4	3	2
18	notizia semplice	3	3	3
19	storia moderna	4	3	4
20	favola antica	2	2	5
21	poesia nuova	3	2	4
22	sedia nuova	4	4	4
23	storia vecchia	3	3	4
24	tavolo vecchio	4	4	4
25	sedia semplice	5	4	4
26	tavolo semplice	5	4	4
27	scrivania moderna	4	4	4
28	scrivania vecchia	3	5	4
29	sedia vecchia	2	4	3
30	storia antica	2	1	4
31	favola semplice	2	1	5
32	divano nuovo	3	4	4
33	scrivania antica	2	4	4
34	favola vecchia	2	2	5
35	idea nuova	3	2	4
36	armadio vecchio	3	5	3
37	tavolo nuovo	4	3	3
38	divano antico	4	5	3
39	storia semplice	3	3	4
40	scrivania nuova	4	4	3
41	favola moderna	2	3	4
42	scrivania semplice	4	4	3
43	tavolo moderno	4	4	4
44	divano semplice	5	4	4
