	CONCETTI TARGET	familiarita'	concretezza	immaginabilita'
0	sentire la storia	1	1	1
1	inventare la favola	5	5	4
2	inventare la storia	4	2	4
3	disporre il giudizio	1	3	1
4	narrare la storia	2	3	1
5	sentire l'idea	5	5	4
6	raccontare la favola	5	3	5
7	ritenere il giudizio	1	3	2
8	raccontare la storia	5	5	4
9	esprimere il giudizio	4	4	5
10	sentire il giudizio	4	5	5
11	narrare la favola	3	4	4
12	sentire la poesia	1	2	1
13	seguire la storia	1	2	2
14	ricevere la notizia	5	5	5
15	sentire la favola	1	1	2
16	seguire l'idea	3	3	5
17	sentire la notizia	5	4	5
