	CONCETTI TARGET	familiarita'	concretezza	immaginabilita'
0	chiudere il libro	3.0	4.0	5.0
1	sfogliare il catalogo	3.0	3.0	5.0
2	presentare il libro	2.0	4.0	3.0
3	regalare il diario	1.0	2.0	4.0
4	sfogliare il libro	4.0	4.0	5.0
5	aprire la rivista	3.0	4.0	5.0
6	consultare la rivista	3.0	2.0	4.0
7	regalare il catalogo	2.0	3.0	3.0
8	regalare il libro	2.0	4.0	4.0
9	comprare il libro	4.0	5.0	5.0
10	raccogliere il catalogo	2.0	3.0	3.0
11	comprare il disegno	1.0	2.0	3.0
12	raccogliere il disegno	2.0	3.0	3.0
13	comprare il catalogo	2.0	3.0	3.0
14	raccogliere il libro	3.0	4.0	4.0
15	regalare la rivista	2.0	3.0	3.0
16	raccogliere la rivista	2.0	3.0	3.0
17	consultare il catalogo	3.0	3.0	4.0
18	presentare il catalogo	1.0	2.0	3.0
19	presentare il disegno	2.0	2.0	3.0
20	consultare il libro	4.0	4.0	5.0
21	aprire il catalogo	4.0	4.0	3.0
22	chiudere il catalogo	3.0	4.0	4.0
23	spiegare il disegno	2.0	3.0	4.0
24	presentare il diario	2.0	2.0	2.0
25	chiudere la rivista	4.0	4.0	3.0
26	spiegare il libro	4.0	4.0	5.0
27	regalare il disegno	2.0	2.0	3.0
28	comprare il diario	3.0	2.0	3.0
29	sfogliare il diario	3.0	3.0	2.0
30	aprire il diario	3.0	4.0	3.0
31	chiudere il diario	3.0	4.0	3.0
32	sfogliare la rivista	3.0	4.0	4.0
33	raccogliere il diario	2.0	2.0	3.0
34	presentare la rivista	2.0	2.0	3.0
35	comprare la rivista	2.0	3.0	3.0
36	aprire il libro	5.0	5.0	5.0
37				
38	Sesso: M Età:24			
