	CONCETTI TARGET	familiarita'	concretezza	immaginabilita'
0	portare il pacco	4	4	4
1	portare l'abito	3	4	3
2	offrire il viaggio	3	4	3
3	portare il libro	4	5	4
4	annullare l'intervento	4	4	4
5	preparare il concerto	4	5	5
6	confezionare il cibo	4	4	3
7	preparare la mostra	4	4	3
8	annullare il corso	4	3	4
9	portare il pacchetto	3	4	3
10	pagare il concerto	5	5	5
11	portare il fiore	4	4	3
12	portare il piatto	4	4	4
13	confezionare il piatto	5	4	5
14	confezionare la verdura	4	4	4
15	annullare il servizio	4	3	3
16	portare la verdura	4	4	3
17	offrire la festa	4	4	4
18	prenotare la mostra	5	5	5
19	annullare la spedizione	4	4	5
20	offrire la gita	4	3	4
21	portare la camicia	5	5	5
22	confezionare il fiore	4	4	4
23	prenotare il servizio	4	4	5
24	offrire la mostra	3	3	4
25	prenotare l'iscrizione	3	4	4
26	prenotare la spedizione	4	3	4
27	offrire il convegno	2	3	2
28	prenotare l'incontro	4	4	5
29	annullare l'incontro	4	4	4
30	prenotare l'intervento	4	4	4
31	portare il legno	4	5	5
32	prenotare il concerto	4	4	4
33	annullare l'appuntamento	4	5	5
34	confezionare il libro	5	5	5
35	annullare l'iscrizione	5	4	5
36	annullare la mostra	5	4	5
37	confezionare il carne	4	4	4
38	portare il carne	2	4	2
39	organizzare il concerto	4	5	5
40	prenotare l'appuntamento	5	5	5
41	portare il cibo	4	4	4
42	pagare la mostra	5	5	5
43	annullare il concerto	4	3	4
44	organizzare la mostra	4	5	5
45	offrire la vista	1	2	1
46	offrire il concerto	3	4	4
47	prenotare il corso	2	2	2
