	CONCETTI TARGET	familiarita'	concretezza	immaginabilita'
0	raccogliere l'aqua	5	5	4
1	aprire la scatola	4	5	4
2	raccogliere la frutta	4	5	4
3	raccogliere il grano	3	5	4
4	aprire il cassetto	4	5	4
5	regalare l'anello	3	4	3
6	regalare il biglietto	3	4	3
7	regalare la bottiglia	4	4	2
8	raccogliere il fiore	4	5	4
9	aprire la bottega	1	4	4
10	aprire il pacco	3	4	4
11	raccogliere la legna	4	5	4
12	regalare il fiore	4	3	3
13	aprire la busta	3	4	4
14	aprire il frigo	5	4	4
15	regalare la gioiello	4	3	3
16	aprire il portone	3	4	4
17	aprire la porta	5	4	4
18	regalare la foto	4	3	3
19	aprire il coperchio	2	4	4
20	regalare la collana	3	3	3
21	aprire la finestra	4	4	4
22	raccogliere l'erba	4	5	4
23	raccogliere la moneta	4	5	4
24	raccogliere la palla	5	5	4
25	aprire il portello	5	5	4
