	CONCETTI TARGET	familiarita'	concretezza	immaginabilita'
0	comprare il tavolo	2	5	2
1	avere il tavolo	5	3	5
2	cambiare la scrivania	3	5	4
3	comprare la scrivania	3	5	5
4	avere la sedia	5	3	5
5	dare la sedia	3	4	1
6	cambiare la sedia	2	5	3
7	cambiare il tavolo	2	5	3
8	dare il divano	3	4	2
9	comprare il divano	2	5	5
10	avere la scrivania	5	3	5
11	comprare l'armadio	2	5	5
12	dare la scrivania	2	4	1
13	dare l'armadio	2	4	1
14	cambiare l'armadio	3	5	5
15	comprare la sedia	5	5	5
16	avere il divano	5	3	2
17	dare il tavolo	2	4	2
18	cambiare il divano	4	5	4
19	avere l'armadio	5	3	5
