	CONCETTI TARGET	familiarita'	concretezza	immaginabilita'
0	avere la storia	2	2	1
1	cambiare la storia	5	2	3
2	avere il giudizio	2	3	2
3	cambiare il giudizio	4	3	3
4	avere la notizia	2	5	3
5	dare la storia	1	3	1
6	comprare la storia	1	2	1
7	cambiare l'opinione	5	4	4
8	dare il giudizio	5	5	5
9	avere l'idea	5	3	4
10	dare l'opinione	5	4	5
11	avere l'opinione	5	3	4
12	dare l'idea	5	4	5
13	cambiare l'idea	5	4	5
