	CONCETTI TARGET	familiarita'	concretezza	immaginabilita'
0	sentire la storia	2	2	2
1	inventare la favola	2	1	3
2	inventare la storia	3	1	3
3	disporre il giudizio	5	2	4
4	narrare la storia	4	3	2
5	sentire l'idea	4	3	4
6	raccontare la favola	4	3	3
7	ritenere il giudizio	3	1	1
8	raccontare la storia	4	4	3
9	esprimere il giudizio	5	4	5
10	sentire il giudizio	5	5	5
11	narrare la favola	4	3	3
12	sentire la poesia	2	2	3
13	seguire la storia	4	4	3
14	ricevere la notizia	5	5	4
15	sentire la favola	2	3	3
16	seguire l'idea	5	5	5
17	sentire la notizia	5	4	4
