	CONCETTI TARGET	familiarita'	concretezza	immaginabilita'
0	consultare l'articolo	4	5	4
1	presentare la domanda	4	4	5
2	spiegare il motivo	5	5	5
3	consultare la sezione	3	4	4
4	consultare l'elenco	4	4	3
5	presentare l'istanza	3	5	3
6	presentare il progetto	3	5	4
7	spiegare la parola	4	5	5
8	spiegare la situazione	4	5	5
9	consultare l'appendice	5	4	5
10	presentare la denuncia	3	5	3
11	presentare il programma	3	5	3
12	consultare l'esperto	4	4	5
13	presentare il problema	4	4	4
14	spiegare la ragione	4	5	5
15	consultare la tabella	4	4	5
16	spiegare il significato	5	5	3
17	spiegare il concetto	5	5	3
