	CONCETTI TARGET	familiarita'	concretezza	immaginabilita'
101	istituire il tribunale	5	2	4
102	sospendere il servizio	5	3	3
103	visitare il monumento	5	4	4
104	distruggere il castello	4	4	3
105	edificare il muro	5	3	2
106	demolire la caserma	4	3	2
107	visitare la squadra	2	1	1
108	aiutare il popolo	5	3	4
109	edificare l'ufficio	3	3	2
110	aiutare la scuola	4	4	5
111	distruggere il partito	3	3	2
112	demolire l'ospedale	5	4	5
113	demolire la fondamenta	3	3	4
114	edificare la chiesa	5	3	4
115	sospendere la chiesa	1	1	1
116	mantenere la palazzina	3	2	2
117	mantenere il condominio	3	3	3
118	costruire il palazzo	4	3	3
119	ristrutturare la caserma	3	2	2
120	visitare il partito	2	1	1
121	valutare la caserma	1	1	2
122	aiutare la persona	2	2	2
123	costruire il comitato	1	1	2
124	demolire il mercato	1	1	1
125	costruire il grattacielo	5	4	5
126	istituire la caserma	1	1	2
127	distruggere la palazzina	4	4	3
128	edificare la torre	5	4	5
129	valutare il collegio	1	2	2
130	aiutare il bambino	5	4	4
131	valutare lo albergo	4	2	1
132	ristrutturare l'economia	1	1	1
133	distruggere l'edificio	4	4	3
134	sostenere lo albergo	2	3	3
135	demolire lo albergo	4	4	5
136	sostenere la tesi	5	5	5
137	sospendere la caserma	1	1	1
138	costruire la brigata	1	1	1
139	edificare la villa	3	3	2
140	mantenere l'esercito	3	3	4
141	istituire il collegio	2	1	1
142	visitare il palazzo	4	3	3
143	valutare il risultato	4	4	2
144	edificare la fortezza	3	2	3
145	sostenere il progetto	3	4	3
146	istituire la chiesa	2	2	2
147	valutare l'ufficio	2	1	1
148	mantenere il palazzo	3	3	3
149	aiutare l'ospedale	4	4	2
150	aiutare il mercato	2	1	3
151	aiutare la chiesa	3	3	4
152	ristrutturare l'ufficio	2	3	4
153	aiutare lo sviluppo	3	2	5
154	sostenere lo sviluppo	4	3	5
155	costruire la famiglia	5	4	5
156	istituire il sistema	5	4	3
157	valutare il mercato	5	3	2
158	valutare l'ospedale	2	2	1
159	sospendere la partenza	4	4	4
160	istituire l'ospedale	1	1	1
161	demolire la chiesa	5	4	5
162	sostenere la chiesa	3	4	4
163	sospendere il collegio	1	2	1
164	sostenere la causa	3	4	3
165	sospendere il pagamento	5	4	4
166	edificare la caserma	4	5	4
