	CONCETTI TARGET	familiarita'	concretezza	immaginabilita'
0	ristrutturare l'ospedale	4	3	3
1	sostenere la caserma	1	2	1
2	valutare la proposta	5	4	4
3	aiutare il collegio	1	1	1
4	istituire l'ufficio	2	1	1
5	visitare la brigata	1	1	2
6	distruggere il monumento	4	4	5
7	costruire l'edificio	5	4	4
8	edificare il socialismo	1	1	2
9	aiutare il cliente	5	4	5
10	istituire il mercato	1	2	2
11	ristrutturare il collegio	3	3	3
12	valutare la condizione	4	4	5
13	distruggere il duomo	4	4	5
14	costruire il duomo	4	4	5
15	sospendere il mercato	1	2	2
16	sospendere il processo	3	4	4
17	edificare la casa	4	3	5
18	distruggere l'esercito	2	2	3
19	sospendere lo sciopero	5	4	5
20	sostenere lo sforzo	1	2	1
21	visitare l'edificio	3	3	4
22	mantenere la squadra	1	1	2
23	valutare l'ipotesi	5	3	5
24	mantenere il castello	4	4	4
25	mantenere l'edificio	3	3	4
26	ristrutturare la scuola	5	4	5
27	istituire la commissione	4	3	5
28	distruggere il reggimento	2	1	2
29	distruggere la brigata	1	2	2
30	distruggere la squadra	1	2	2
31	ristrutturare l'azienda	4	3	4
32	sostenere il contrario	5	3	4
33	costruire il condominio	5	4	3
34	aiutare l'ufficio	1	1	1
35	costruire il reggimento	1	1	1
36	sospendere la seduta	4	3	3
37	ristrutturare il mercato	3	2	2
38	ristrutturare lo albergo	5	4	5
39	visitare la palazzina	4	3	4
40	demolire la casa	5	4	5
41	sostenere l'ospedale	4	2	4
42	aiutare la crescita	3	4	5
43	valutare la chiesa	1	2	2
44	sospendere lo albergo	1	1	1
45	demolire la torre	5	4	5
46	sostenere il mercato	4	4	5
47	aiutare il processo	3	2	4
48	valutare la situazione	5	3	5
49	edificare il collegio	5	4	5
50	valutare l'efficacia	4	3	3
51	edificare lo albergo	5	4	4
52	istituire la scuola	1	2	2
53	aiutare lo albergo	1	1	2
54	costruire il partito	1	2	1
55	costruire l'esercito	1	1	1
56	visitare la famiglia	4	3	4
57	aiutare la caserma	1	1	2
58	costruire il monumento	5	3	5
59	mantenere il comitato	3	2	4
60	visitare l'esercito	1	1	3
61	demolire il muro	5	4	5
62	sostenere l'esame	5	3	5
63	demolire la scuola	5	3	5
64	sostenere l'ufficio	1	1	2
65	distruggere il condominio	4	3	5
66	sospendere l'ufficio	1	1	1
67	visitare il comitato	1	1	2
68	sospendere l'ospedale	1	1	1
69	visitare il castello	4	3	4
70	istituire il servizio	1	2	3
71	distruggere la famiglia	3	3	4
72	demolire il collegio	3	4	5
73	edificare l'ospedale	4	5	5
74	edificare la scuola	4	5	5
75	valutare l'impatto	5	3	5
76	edificare il mercato	2	2	1
77	mantenere la famiglia	5	3	5
78	sostenere la scuola	3	3	3
79	costruire il castello	4	4	5
80	distruggere il palazzo	4	4	5
81	costruire la palazzina	4	4	5
82	distruggere il comitato	1	1	1
83	valutare il rischio	5	4	3
84	mantenere il monumento	2	3	4
85	sospendere la scuola	3	4	5
86	istituire il consiglio	3	2	3
87	sospendere la partita	5	4	5
88	mantenere il duomo	3	3	3
89	costruire la squadra	2	2	2
90	ristrutturare l'appartamento	5	5	5
91	valutare il caso	5	3	4
92	visitare il reggimento	3	1	2
93	istituire lo albergo	1	1	1
94	ristrutturare la chiesa	5	5	4
95	sostenere il collegio	2	2	3
96	ristrutturare la casa	5	5	5
97	visitare il duomo	5	5	5
98	demolire l'ufficio	3	4	2
99	valutare la scuola	1	3	1
100	mantenere il partito	3	4	5
