	CONCETTI TARGET	familiarita'	concretezza	immaginabilita'
0	portare il pacco	5	5	5
1	portare l'abito	5	5	4
2	offrire il viaggio	4	3	5
3	portare il libro	5	5	5
4	annullare l'intervento	2	3	5
5	preparare il concerto	4	4	4
6	confezionare il cibo	5	5	5
7	preparare la mostra	4	4	5
8	annullare il corso	4	3	5
9	portare il pacchtto	5	5	5
10	pagare il concerto	5	5	5
11	portare il fiore	5	5	5
12	portare il piatto	3	5	4
13	confezionare il piatto	4	5	5
14	confezionare la verdura	4	5	3
15	annullare il servizio	2	5	5
16	portare la verdura	5	4	5
17	offrire la festa	5	3	3
18	prenotare la mostra	4	3	5
19	annullare la spedizione	5	3	5
20	offrire la gita	3	2	3
21	portare la camicia	5	4	5
22	confezionare il fiore	4	4	5
23	prenotare il servizio	3	3	3
24	offrire la mostra	3	3	3
25	prenotare l'iscrizione	5	4	5
26	prenotare la spedizione	5	4	5
27	offrire il convegno	3	2	3
28	prenotare l'incontro	5	4	5
29	annullare l'incontro	5	4	5
30	prenotare l'intervento	4	4	4
31	portare il legno	4	4	3
32	prenotare il concerto	5	4	5
33	annullare l'appuntamento	5	4	5
34	confezionare il libro	5	4	5
35	annullare l'iscrizione	5	4	5
36	annullare la mostra	5	4	4
37	confezionare il carne	4	4	5
38	portare il carne	4	4	4
39	organizzare il concerto	4	4	4
40	prenotare l'appuntamento	5	4	4
41	portare il cibo	5	4	5
42	pagare la mostra	5	4	5
43	annullare il concerto	4	4	4
44	organizzare la mostra	4	4	5
45	offrire la vista	3	2	3
46	offrire il concerto	3	2	3
47	prenotare il corso	5	4	5
