	CONCETTI TARGET	familiarita'	concretezza	immaginabilita'
0	sentire la storia	5	1	4
1	inventare la favola	5	2	4
2	inventare la storia	5	1	4
3	disporre il giudizio	5	2	3
4	narrare la storia	5	2	4
5	sentire l'idea	5	1	4
6	raccontare la favola	5	2	4
7	ritenere il giudizio	5	1	4
8	raccontare la storia	5	2	3
9	esprimere il giudizio	5	2	3
10	sentire il giudizio	5	1	3
11	narrare la favola	5	2	4
12	sentire la poesia	5	2	4
13	seguire la storia	5	2	4
14	ricevere la notizia	5	1	4
15	sentire la favola	5	2	3
16	seguire l'idea	5	1	3
17	sentire la notizia	5	1	4
