	CONCETTI TARGET	familiarita'	concretezza	immaginabilita'
75	valutare l'impatto	4	3	5
76	edificare il mercato	3	2	2
77	mantenere la famiglia	4	4	4
78	sostenere la scuola	2	3	5
79	costruire il castello	2	5	3
80	distruggere il palazzo	1	5	4
81	costruire la palazzina	1	5	4
82	distruggere il comitato	1	3	2
83	valutare il rischio	4	2	5
84	mantenere il monumento	2	3	3
85	sospendere la scuola	3	2	4
86	istituire il consiglio	3	2	4
87	sospendere la partita	4	3	4
88	mantenere il duomo	2	2	3
89	costruire la squadra	3	4	4
90	ristrutturare l'appartamento	2	5	4
91	valutare il caso	4	2	5
92	visitare il reggimento	1	3	1
93	istituire lo albergo	1	3	1
94	ristrutturare la chiesa	2	5	3
95	sostenere il collegio	3	2	1
96	ristrutturare la casa	4	5	4
97	visitare il duomo	4	4	4
98	demolire l'ufficio	2	5	4
99	valutare la scuola	2	2	4
100	mantenere il partito	1	3	2
101	istituire il tribunale	1	3	2
102	sospendere il servizio	2	2	3
103	visitare il monumento	3	5	5
104	distruggere il castello	2	5	4
105	edificare il muro	2	5	4
106	demolire la caserma	2	5	1
107	visitare la squadra	4	4	3
108	aiutare il popolo	4	2	4
109	edificare l'ufficio	3	5	2
110	aiutare la scuola	4	3	3
111	distruggere il partito	1	3	3
112	demolire l'ospedale	1	5	4
113	demolire la fondamenta	1	5	4
114	edificare la chiesa	1	5	4
115	sospendere la chiesa	1	1	2
116	mantenere la palazzina	1	2	1
117	mantenere il condominio	1	2	1
118	costruire il palazzo	2	2	4
119	ristrutturare la caserma	1	5	2
120	visitare il partito	1	4	2
121	valutare la caserma	1	2	1
122	aiutare la persona	5	3	4
123	costruire il comitato	2	2	2
124	demolire il mercato	2	2	2
125	costruire il grattacielo	2	5	4
126	istituire la caserma	1	3	1
127	distruggere la palazzina	1	5	5
128	edificare la torre	2	5	5
129	valutare il collegio	3	2	3
130	aiutare il bambino	4	3	5
131	valutare lo albergo	1	3	1
132	ristrutturare l'economia	1	2	2
133	distruggere l'edificio	1	5	3
134	sostenere lo albergo	1	2	2
135	demolire lo albergo	1	5	4
136	sostenere la tesi	5	4	3
137	sospendere la caserma	2	2	2
138	costruire la brigata	1	2	1
139	edificare la villa	2	5	3
140	mantenere l'esercito	1	3	2
141	istituire il collegio	1	2	2
142	visitare il palazzo	2	4	4
143	valutare il risultato	4	1	4
144	edificare la fortezza	2	5	4
145	sostenere il progetto	2	2	2
146	istituire la chiesa	1	2	2
147	valutare l'ufficio	2	2	3
148	mantenere il palazzo	2	3	2
149	aiutare l'ospedale	3	3	3
150	aiutare il mercato	1	3	2
151	aiutare la chiesa	3	3	2
152	ristrutturare l'ufficio	2	5	3
153	aiutare lo sviluppo	4	2	4
154	sostenere lo sviluppo	4	3	4
155	costruire la famiglia	3	3	4
156	istituire il sistema	3	3	3
157	valutare il mercato	1	2	2
158	valutare l'ospedale	1	2	1
159	sospendere la partenza	4	4	2
160	istituire l'ospedale	1	4	2
161	demolire la chiesa	1	5	2
162	sostenere la chiesa	4	2	1
163	sospendere il collegio	2	2	1
164	sostenere la causa	5	2	4
165	sospendere il pagamento	5	3	4
166	edificare la caserma	1	5	1
