	CONCETTI TARGET	familiarita'	concretezza	immaginabilita'
0	consultare l'articolo	5	1	5
1	presentare la domanda	2	4	2
2	spiegare il motivo	5	5	1
3	consultare la sezione	1	1	5
4	consultare l'elenco	2	1	5
5	presentare l'istanza	1	3	2
6	presentare il progetto	1	3	3
7	spiegare la parola	4	4	1
8	spiegare la situazione	5	5	1
9	consultare l'appendice	3	1	5
10	presentare la denuncia	1	3	3
11	presentare il programma	2	3	4
12	consultare l'esperto	3	2	2
13	presentare il problema	3	4	3
14	spiegare la ragione	4	5	2
15	consultare la tabella	5	5	5
16	spiegare il significato	5	4	1
17	spiegare il concetto	5	3	2
