	CONCETTI TARGET	familiarita'	concretezza	immaginabilita'
0	ristrutturare l'ospedale	2	1	2
1	sostenere la caserma	1	1	1
2	valutare la proposta	2	1	1
3	aiutare il collegio	1	2	1
4	istituire l'ufficio	1	1	2
5	visitare la brigata	1	1	1
6	distruggere il monumento	3	1	4
7	costruire l'edificio	1	1	4
8	edificare il socialismo	1	1	1
9	aiutare il cliente	3	4	5
10	istituire il mercato	1	1	3
11	ristrutturare il collegio	2	1	2
12	valutare la condizione	3	1	3
13	distruggere il duomo	1	3	2
14	costruire il duomo	1	3	1
15	sospendere il mercato	1	1	1
16	sospendere il processo	1	1	1
17	edificare la casa	1	3	5
18	distruggere l'esercito	2	1	4
19	sospendere lo sciopero	3	1	4
20	sostenere lo sforzo	3	4	4
21	visitare l'edificio	4	1	4
22	mantenere la squadra	4	1	3
23	valutare l'ipotesi	5	1	2
24	mantenere il castello	1	1	1
25	mantenere l'edificio	1	1	2
26	ristrutturare la scuola	3	2	4
27	istituire la commissione	2	1	2
28	distruggere il reggimento	1	1	4
29	distruggere la brigata	1	2	4
30	distruggere la squadra	3	2	4
31	ristrutturare l'azienda	1	1	3
32	sostenere il contrario	4	1	4
33	costruire il condominio	1	3	4
34	aiutare l'ufficio	1	1	2
35	costruire il reggimento	1	1	1
36	sospendere la seduta	1	1	3
37	ristrutturare il mercato	1	1	1
38	ristrutturare lo albergo	2	3	3
39	visitare la palazzina	2	2	4
40	demolire la casa	1	1	4
41	sostenere l'ospedale	1	1	2
42	aiutare la crescita	2	1	2
43	valutare la chiesa	3	1	2
44	sospendere lo albergo	1	1	1
45	demolire la torre	1	1	1
46	sostenere il mercato	1	1	1
47	aiutare il processo	2	1	2
48	valutare la situazione	3	1	1
49	edificare il collegio	1	1	2
50	valutare l'efficacia	3	1	2
51	edificare lo albergo	1	1	3
52	istituire la scuola	1	1	3
53	aiutare lo albergo	2	1	2
54	costruire il partito	2	1	3
55	costruire l'esercito	2	1	3
56	visitare la famiglia	4	1	5
57	aiutare la caserma	1	2	1
58	costruire il monumento	1	3	2
59	mantenere il comitato	1	1	1
60	visitare l'esercito	1	3	1
61	demolire il muro	3	4	4
62	sostenere l'esame	5	4	5
63	demolire la scuola	2	1	3
64	sostenere l'ufficio	1	3	2
65	distruggere il condominio	1	3	2
66	sospendere l'ufficio	1	1	2
67	visitare il comitato	2	2	3
68	sospendere l'ospedale	1	1	1
69	visitare il castello	4	3	5
70	istituire il servizio	1	2	3
71	distruggere la famiglia	1	3	3
72	demolire il collegio	1	1	2
73	edificare l'ospedale	1	3	2
74	edificare la scuola	1	2	2
75	valutare l'impatto	4	1	3
76	edificare il mercato	1	1	2
77	mantenere la famiglia	2	1	3
78	sostenere la scuola	1	1	1
79	costruire il castello	1	2	2
80	distruggere il palazzo	1	1	1
81	costruire la palazzina	1	1	3
82	distruggere il comitato	1	1	2
83	valutare il rischio	4	1	2
84	mantenere il monumento	1	1	1
85	sospendere la scuola	3	1	3
86	istituire il consiglio	2	1	2
87	sospendere la partita	3	1	4
88	mantenere il duomo	1	1	1
89	costruire la squadra	4	1	2
90	ristrutturare l'appartamento	1	3	4
91	valutare il caso	4	1	2
92	visitare il reggimento	1	2	3
93	istituire lo albergo	1	1	2
94	ristrutturare la chiesa	1	2	3
95	sostenere il collegio	1	1	3
96	ristrutturare la casa	3	3	5
97	visitare il duomo	1	4	5
98	demolire l'ufficio	1	1	3
99	valutare la scuola	4	1	3
100	mantenere il partito	1	2	1
101	istituire il tribunale	1	1	2
102	sospendere il servizio	1	2	2
103	visitare il monumento	5	4	5
104	distruggere il castello	1	1	4
105	edificare il muro	1	3	3
106	demolire la caserma	1	1	1
107	visitare la squadra	2	2	4
108	aiutare il popolo	3	1	2
109	edificare l'ufficio	1	1	1
110	aiutare la scuola	1	1	1
111	distruggere il partito	2	1	1
112	demolire l'ospedale	1	1	1
113	demolire la fondamenta	1	2	3
