	CONCETTI TARGET	familiarita'	concretezza	immaginabilita'
0	consultare l'articolo	5	5	5
1	presentare la domanda	5	4	5
2	spiegare il motivo	5	2	1
3	consultare la sezione	4	3	2
4	consultare l'elenco	5	4	5
5	presentare l'istanza	4	1	1
6	presentare il progetto	5	3	2
7	spiegare la parola	5	2	2
8	spiegare la situazione	5	2	2
9	consultare l'appendice	5	3	4
10	presentare la denuncia	5	3	1
11	presentare il programma	5	3	3
12	consultare l'esperto	5	3	5
13	presentare il problema	5	1	1
14	spiegare la ragione	5	1	1
15	consultare la tabella	5	3	3
16	spiegare il significato	5	2	1
17	spiegare il concetto	5	2	1
