	CONCETTI TARGET	familiarita'	concretezza	immaginabilita'
0	valutare il sistema	4	2	2
1	valutare il premio	4	2	2
2	ristrutturare il sistema	4	3	1
3	edificare l'appartamento	2	4	3
4	demolire l'appartamento	2	4	4
5	sostenere il programma	4	2	4
6	edificare la biblioteca	2	5	4
7	istituire il corso	4	3	4
8	istituire la proposta	4	4	2
9	demolire l'economia	2	2	1
10	valutare il programma	4	2	1
11	valutare il progetto	4	2	2
12	sospendere il progetto	3	3	3
13	sostenere il servizio	4	3	3
14	valutare il corso	5	3	4
15	valutare la proposta	4	3	4
16	sospendere il sistema	4	3	2
17	istituire il premio	2	3	2
18	edificare il sistema	3	3	2
19	sospendere il programma	3	3	3
20	sostenere il sistema	3	2	2
21	edificare il museo	2	5	4
22	edificare l'economia	2	4	1
23	istituire l'economia	2	2	1
24	sostenere la proposta	4	2	4
25	sospendere la proposta	4	2	4
26	demolire il sistema	2	3	3
27	valutare l'economia	1	3	1
28	demolire la biblioteca	2	5	4
29	ristrutturare il museo	2	5	4
30	istituire il programma	2	3	3
31	sostenere l'economia	2	3	2
32	demolire il museo	2	5	4
33	ristrutturare la biblioteca	1	5	4
34	sospendere il corso	4	3	5
35	istituire il progetto	4	2	4
36	sospendere l'economia	2	2	3
37	valutare il servizio	3	3	4
