	CONCETTI TARGET	familiarita'	concretezza	immaginabilita'
0	istituire il mercato	1	1	1
1	ristrutturare il collegio	3	4	5
2	valutare la condizione	2	1	1
3	distruggere il duomo	1	5	5
4	aiutare lo sviluppo	3	1	1
5	sostenere lo sviluppo	3	1	1
6	costruire la famiglia	4	3	2
7	istituire il sistema	2	1	1
8	valutare il mercato	3	1	1
9	valutare l'ospedale	3	1	1
10	sospendere la partenza	5	4	2
11	istituire l'ospedale	1	1	1
12	ristrutturare l'ospedale	2	4	5
13	sostenere la caserma	2	1	1
14	valutare la proposta	1	2	1
15	sospendere l'ufficio	1	1	1
16	visitare il comitato	1	5	4
17	aiutare l'ospedale	3	3	3
18	aiutare il mercato	2	1	1
19	costruire l'edificio	2	5	5
20	edificare il socialismo	1	1	1
21	aiutare il cliente	2	4	5
22	ristrutturare l'ufficio	2	4	5
23	demolire la chiesa	3	5	5
24	sostenere la chiesa	1	1	5
25	sospendere il collegio	1	1	1
26	sostenere la causa	2	3	1
27	sospendere il pagamento	1	1	2
28	edificare la caserma	1	1	1
29	sostenere il progetto	1	1	1
30	istituire la chiesa	2	1	1
31	valutare l'ufficio	2	1	1
32	mantenere il palazzo	1	1	1
33	costruire il duomo	3	5	5
34	sospendere il mercato	1	1	1
35	sospendere il processo	1	1	1
36	edificare la casa	2	1	1
37	distruggere l'esercito	1	3	5
38	sospendere lo sciopero	1	2	2
39	sostenere lo sforzo	2	1	1
40	visitare l'edificio	1	5	5
41	mantenere la squadra	3	1	1
42	valutare l'ipotesi	2	1	1
43	visitare il castello	5	5	5
44	istituire il servizio	2	1	1
45	distruggere la famiglia	2	3	2
46	demolire il collegio	2	5	5
47	edificare l'ospedale	2	1	1
48	distruggere il castello	3	5	5
49	aiutare la chiesa	2	2	1
50	aiutare la persona	5	3	5
51	costruire il comitato	1	1	1
52	demolire il mercato	1	1	1
53	costruire il grattacielo	4	5	5
54	istituire la caserma	2	1	1
55	mantenere il castello	1	1	1
56	mantenere l'edificio	1	1	1
57	ristrutturare la scuola	2	4	5
58	istituire la commissione	1	1	1
59	distruggere il reggimento	1	1	4
60	distruggere la brigata	1	1	4
61	distruggere la squadra	1	1	3
62	ristrutturare l'azienda	2	4	5
63	sostenere il contrario	3	1	1
64	costruire il condominio	5	5	5
65	aiutare l'ufficio	1	1	1
66	costruire il reggimento	1	3	4
67	sospendere la seduta	3	2	4
68	ristrutturare il mercato	1	1	1
69	ristrutturare lo albergo	3	4	1
70	visitare la palazzina	5	5	5
71	demolire la casa	5	5	5
72	sostenere l'ospedale	1	1	1
73	aiutare la crescita	1	1	1
74	valutare la chiesa	1	1	1
75	sospendere lo albergo	1	1	1
76	demolire la torre	5	5	5
77	sostenere il mercato	1	1	1
78	aiutare il processo	1	1	1
79	valutare la situazione	2	1	1
80	edificare il collegio	2	1	1
81	valutare l'efficacia	1	1	1
82	edificare lo albergo	1	1	1
83	istituire la scuola	2	1	1
84	aiutare lo albergo	1	1	1
85	costruire il partito	2	4	3
86	costruire l'esercito	2	4	3
87	visitare la famiglia	5	5	5
88	aiutare la caserma	1	1	1
89	distruggere la palazzina	5	5	5
90	edificare la torre	1	1	1
91	valutare il collegio	1	1	1
92	aiutare il bambino	5	3	5
93	valutare lo albergo	1	1	1
94	mantenere il monumento	1	1	1
95	costruire il monumento	5	5	5
96	mantenere il comitato	1	1	1
97	visitare l'esercito	3	4	4
98	demolire il muro	5	5	5
99	sostenere l'esame	5	5	5
100	demolire la scuola	5	5	5
101	sostenere l'ufficio	1	1	1
102	distruggere il condominio	5	5	5
103	costruire la squadra	3	2	4
104	ristrutturare l'appartamento	4	4	5
105	sospendere l'ospedale	1	1	1
106	mantenere l'esercito	1	1	1
107	istituire il collegio	1	1	1
108	visitare il palazzo	5	5	5
109	valutare il risultato	2	1	1
110	edificare la fortezza	1	1	1
111	edificare la scuola	2	1	1
112	valutare l'impatto	1	1	1
113	edificare il mercato	1	1	1
114	mantenere la famiglia	2	1	1
115	sostenere la scuola	1	1	1
116	costruire il castello	5	5	5
117	distruggere il palazzo	5	5	5
118	demolire l'ufficio	5	5	5
119	valutare la scuola	1	1	1
120	mantenere il partito	1	1	1
121	istituire il tribunale	1	1	1
122	sospendere il servizio	2	1	1
123	visitare il monumento	5	5	1
124	distruggere il monumento	5	5	5
125	ristrutturare la casa	5	4	5
126	visitare il duomo	5	5	5
127	aiutare il collegio	3	1	1
128	istituire l'ufficio	1	1	1
129	sospendere la scuola	2	1	2
130	istituire il consiglio	1	1	1
131	sospendere la partita	5	4	1
132	mantenere il duomo	1	1	1
133	demolire l'ospedale	5	5	5
134	demolire la fondamenta	3	5	4
135	edificare la chiesa	1	1	1
136	valutare il rischio	3	1	1
137	visitare il partito	2	3	4
138	valutare la caserma	1	1	1
139	sospendere la chiesa	1	1	1
140	mantenere la palazzina	1	1	1
141	costruire il palazzo	5	5	5
