	CONCETTI TARGET	familiarita'	concretezza	immaginabilita'
142	ristrutturare la caserma	3	4	5
143	ristrutturare l'economia	1	1	1
144	distruggere l'edificio	5	5	5
145	sostenere lo albergo	1	1	1
146	mantenere il condominio	1	1	1
147	ristrutturare la chiesa	2	4	5
148	sostenere il collegio	1	1	1
149	demolire lo albergo	5	5	5
150	sostenere la tesi	5	3	1
151	sospendere la caserma	1	1	1
152	costruire la brigata	1	4	4
153	edificare la villa	1	1	1
154	visitare la brigata	1	3	4
155	valutare il caso	4	1	1
156	visitare il reggimento	1	3	4
157	istituire lo albergo	1	1	1
158	edificare il muro	1	1	1
159	demolire la caserma	5	5	5
160	visitare la squadra	3	3	4
161	costruire la palazzina	5	5	5
162	distruggere il comitato	2	1	4
163	aiutare il popolo	3	2	3
164	edificare l'ufficio	1	1	2
165	aiutare la scuola	2	2	1
166	distruggere il partito	3	3	3
