	CONCETTI TARGET	familiarita'	concretezza	immaginabilita'
0	portare il pacco	4	4	5
1	portare l'abito	5	5	5
2	offrire il viaggio	3	3	3
3	portare il libro	5	5	5
4	annullare l'intervento	2	3	3
5	preparare il concerto	1	1	5
6	confezionare il cibo	5	5	5
7	preparare la mostra	1	4	5
8	annullare il corso	1	3	4
9	portare il pacchtto	4	4	4
10	pagare il concerto	5	5	5
11	portare il fiore	2	4	5
12	portare il piatto	4	4	4
13	confezionare il piatto	1	1	1
14	confezionare la verdura	3	3	3
15	annullare il servizio	1	1	1
16	portare la verdura	2	1	2
17	offrire la festa	1	1	2
18	prenotare la mostra	1	4	4
19	annullare la spedizione	1	3	3
20	offrire la gita	1	2	2
21	portare la camicia	5	5	5
22	confezionare il fiore	1	3	5
23	prenotare il servizio	1	2	2
24	offrire la mostra	1	1	1
25	prenotare l'iscrizione	1	1	1
26	prenotare la spedizione	4	4	4
27	offrire il convegno	1	1	1
28	prenotare l'incontro	1	3	3
29	annullare l'incontro	1	3	3
30	prenotare l'intervento	1	4	4
31	portare il legno	1	4	3
32	prenotare il concerto	5	5	5
33	annullare l'appuntamento	3	4	5
34	confezionare il libro	1	2	2
35	annullare l'iscrizione	1	3	3
36	annullare la mostra	1	3	3
37	confezionare il carne	1	1	1
38	portare il carne	1	1	1
39	organizzare il concerto	1	4	4
40	prenotare l'appuntamento	3	4	4
41	portare il cibo	2	4	4
42	pagare la mostra	1	4	4
43	annullare il concerto	1	3	3
44	organizzare la mostra	1	4	4
45	offrire la vista	1	1	1
46	offrire il concerto	1	2	2
47	prenotare il corso	3	3	3
