	CONCETTI TARGET	familiarita'	concretezza	immaginabilita'
0	ristrutturare l'ospedale	3	5	4
1	sostenere la caserma	2	2	2
2	valutare la proposta	3	2	2
3	aiutare il collegio	2	2	2
4	istituire l'ufficio	2	2	2
5	visitare la brigata	2	3	3
6	distruggere il monumento	1	3	4
7	costruire l'edificio	2	4	5
8	edificare il socialismo	2	2	2
9	aiutare il cliente	4	5	5
10	istituire il mercato	2	2	2
11	ristrutturare il collegio	2	3	3
12	valutare la condizione	3	2	2
13	distruggere il duomo	2	3	3
14	costruire il duomo	2	3	3
15	sospendere il mercato	2	2	2
16	sospendere il processo	2	3	3
17	edificare la casa	2	4	4
18	distruggere l'esercito	2	2	2
19	sospendere lo sciopero	2	3	3
20	sostenere lo sforzo	2	3	3
21	visitare l'edificio	3	4	4
22	mantenere la squadra	2	3	3
23	valutare l'ipotesi	3	4	3
24	mantenere il castello	1	2	2
25	mantenere l'edificio	1	2	2
26	ristrutturare la scuola	3	3	3
27	istituire la commissione	2	2	2
28	distruggere il reggimento	1	1	1
29	distruggere la brigata	1	1	1
30	distruggere la squadra	2	2	2
31	ristrutturare l'azienda	1	1	1
32	sostenere il contrario	3	2	4
33	costruire il condominio	1	2	2
34	aiutare l'ufficio	2	2	2
35	costruire il reggimento	1	1	1
36	sospendere la seduta	1	1	2
37	ristrutturare il mercato	1	1	1
38	ristrutturare lo albergo	1	2	3
39	visitare la palazzina	2	3	3
40	demolire la casa	1	2	4
41	sostenere l'ospedale	1	1	1
42	aiutare la crescita	1	1	2
43	valutare la chiesa	1	1	1
44	sospendere lo albergo	1	1	1
45	demolire la torre	1	3	3
46	sostenere il mercato	1	1	1
47	aiutare il processo	1	1	1
48	valutare la situazione	1	3	3
49	edificare il collegio	1	1	1
50	valutare l'efficacia	1	3	2
51	edificare lo albergo	2	2	2
52	istituire la scuola	1	1	1
53	aiutare lo albergo	1	1	1
54	costruire il partito	1	2	2
55	costruire l'esercito	1	2	2
56	visitare la famiglia	4	4	4
57	aiutare la caserma	1	1	1
58	costruire il monumento	2	3	3
59	mantenere il comitato	1	1	1
60	visitare l'esercito	1	3	1
61	demolire il muro	1	4	3
62	sostenere l'esame	5	4	4
63	demolire la scuola	2	4	4
64	sostenere l'ufficio	1	1	1
65	distruggere il condominio	2	3	4
66	sospendere l'ufficio	1	2	2
67	visitare il comitato	2	2	3
68	sospendere l'ospedale	1	1	1
69	visitare il castello	2	3	3
70	istituire il servizio	1	1	1
71	distruggere la famiglia	1	4	5
72	demolire il collegio	1	4	4
73	edificare l'ospedale	1	3	3
74	edificare la scuola	1	3	3
75	valutare l'impatto	3	3	1
76	edificare il mercato	1	1	1
77	mantenere la famiglia	2	4	3
78	sostenere la scuola	2	2	2
79	costruire il castello	2	3	3
80	distruggere il palazzo	2	3	3
81	costruire la palazzina	2	3	2
82	distruggere il comitato	2	2	1
83	valutare il rischio	3	2	1
84	mantenere il monumento	1	2	2
85	sospendere la scuola	2	3	1
86	istituire il consiglio	1	2	2
87	sospendere la partita	2	3	1
88	mantenere il duomo	1	2	2
89	costruire la squadra	3	4	3
90	ristrutturare l'appartamento	2	4	1
91	valutare il caso	1	2	3
92	visitare il reggimento	2	3	1
93	istituire lo albergo	2	2	2
94	ristrutturare la chiesa	2	3	2
95	sostenere il collegio	1	1	1
96	ristrutturare la casa	2	3	3
97	visitare il duomo	4	4	3
98	demolire l'ufficio	1	3	2
99	valutare la scuola	3	2	1
100	mantenere il partito	1	1	1
101	istituire il tribunale	1	1	1
102	sospendere il servizio	2	1	1
103	visitare il monumento	4	3	2
104	distruggere il castello	2	3	3
105	edificare il muro	2	3	2
106	demolire la caserma	1	3	2
107	visitare la squadra	2	2	2
108	aiutare il popolo	2	2	1
109	edificare l'ufficio	2	1	1
110	aiutare la scuola	2	2	1
111	distruggere il partito	1	2	1
112	demolire l'ospedale	1	3	2
113	demolire la fondamenta	1	3	2
114	edificare la chiesa	1	3	2
115	sospendere la chiesa	1	1	1
116	mantenere la palazzina	1	1	1
117	mantenere il condominio	2	1	1
118	costruire il palazzo	2	3	2
119	ristrutturare la caserma	1	3	2
120	visitare il partito	1	1	1
121	valutare la caserma	1	1	1
122	aiutare la persona	4	4	3
123	costruire il comitato	1	1	1
124	demolire il mercato	1	1	1
125	costruire il grattacielo	1	3	2
126	istituire la caserma	1	1	1
127	distruggere la palazzina	1	3	2
128	edificare la torre	1	3	2
129	valutare il collegio	2	2	1
130	aiutare il bambino	4	4	3
131	valutare lo albergo	3	3	2
132	ristrutturare l'economia	1	1	1
133	distruggere l'edificio	2	2	2
134	sostenere lo albergo	1	1	1
135	demolire lo albergo	1	2	2
136	sostenere la tesi	3	3	2
137	sospendere la caserma	1	1	1
138	costruire la brigata	1	1	1
139	edificare la villa	2	2	1
140	mantenere l'esercito	2	2	1
141	istituire il collegio	1	1	1
142	visitare il palazzo	3	3	3
143	valutare il risultato	3	2	2
144	edificare la fortezza	1	2	1
145	sostenere il progetto	2	1	1
146	istituire la chiesa	1	1	1
147	valutare l'ufficio	2	2	2
148	mantenere il palazzo	1	1	1
149	aiutare l'ospedale	2	1	1
150	aiutare il mercato	1	1	1
151	aiutare la chiesa	2	2	1
152	ristrutturare l'ufficio	2	2	2
153	aiutare lo sviluppo	1	2	1
154	sostenere lo sviluppo	1	2	1
155	costruire la famiglia	4	4	4
156	istituire il sistema	1	1	1
157	valutare il mercato	1	1	1
158	valutare l'ospedale	2	2	2
159	sospendere la partenza	3	2	1
160	istituire l'ospedale	1	1	1
161	demolire la chiesa	1	1	2
162	sostenere la chiesa	1	1	1
163	sospendere il collegio	1	1	2
164	sostenere la causa	2	3	3
165	sospendere il pagamento	2	3	4
166	edificare la caserma	1	1	1
