	CONCETTI TARGET	familiarita'	concretezza	immaginabilita'
0	sentire la storia	4	1	5
1	inventare la favola	2	2	5
2	inventare la storia	1	1	2
3	disporre il giudizio	2	1	3
4	narrare la storia	4	5	5
5	sentire l'idea	4	5	5
6	raccontare la favola	5	5	5
7	ritenere il giudizio	1	1	2
8	raccontare la storia	5	5	5
9	esprimere il giudizio	5	5	5
10	sentire il giudizio	5	5	5
11	narrare la favola	5	5	5
12	sentire la poesia	5	5	5
13	seguire la storia	1	1	2
14	ricevere la notizia	5	4	5
15	sentire la favola	3	4	5
16	seguire l'idea	2	1	3
17	sentire la notizia	5	5	5
