	CONCETTI TARGET	familiarita'	concretezza	immaginabilita'
0	valutare il sistema	1	1	1
1	valutare il premio	5	1	4
2	ristrutturare il sistema	1	1	1
3	edificare l'appartamento	5	5	5
4	demolire l'appartamento	5	5	5
5	edificare la biblioteca	5	5	5
6	istituire il corso	3	1	1
7	istituire la proposta	3	1	1
8	demolire l'economia	1	1	1
9	valutare il programma	4	1	4
10	valutare il progetto	4	1	4
11	sospendere il progetto	5	1	4
12	valutare il corso	3	1	4
13	valutare la proposta	3	1	4
14	sospendere il sistema	4	1	2
15	istituire il premio	3	1	2
16	edificare il sistema	1	1	1
17	sospendere il programma	4	3	1
18	edificare il museo	4	5	5
19	edificare l'economia	1	1	5
20	istituire l'economia	1	1	1
21	sospendere la proposta	3	1	1
22	demolire il sistema	1	1	1
23	valutare l'economia	1	1	3
24	demolire la biblioteca	4	5	5
25	ristrutturare il museo	4	5	5
26	istituire il programma	1	1	1
27	demolire il museo	4	5	5
28	ristrutturare la biblioteca	4	5	5
29	sospendere il corso	3	1	4
30	istituire il progetto	1	1	1
31	sospendere l'economia	1	1	1
32	valutare il servizio	5	2	4
