	CONCETTI TARGET	familiarita'	concretezza	immaginabilita'
0	sentire la storia	3	3	3
1	inventare la favola	4	4	4
2	inventare la storia	4	4	4
3	disporre il giudizio	3	2	3
4	narrare la storia	5	5	5
5	sentire l'idea	2	2	2
6	raccontare la favola	4	4	4
7	ritenere il giudizio	3	2	3
8	raccontare la storia	4	4	4
9	esprimere il giudizio	4	2	4
10	sentire il giudizio	3	3	3
11	narrare la favola	4	4	4
12	sentire la poesia	4	3	4
13	seguire la storia	4	3	4
14	ricevere la notizia	4	4	4
15	sentire la favola	4	3	4
16	seguire l'idea	3	2	3
17	sentire la notizia	3	3	3
