	CONCETTI TARGET	familiarita'	concretezza	immaginabilita'
0	consultare l'articolo	5	4	4
1	presentare la domanda	4	4	4
2	spiegare il motivo	4	2	3
3	consultare la sezione	4	2	3
4	consultare l'elenco	5	2	4
5	presentare l'istanza	3	2	3
6	presentare il progetto	4	3	4
7	spiegare la parola	5	2	4
8	spiegare la situazione	5	2	4
9	consultare l'appendice	4	2	4
10	presentare la denuncia	3	2	3
11	presentare il programma	4	3	4
12	consultare l'esperto	5	2	4
13	presentare il problema	4	2	4
14	spiegare la ragione	4	2	4
15	consultare la tabella	5	3	4
16	spiegare il significato	5	2	3
17	spiegare il concetto	5	2	3
