	CONCETTI TARGET	familiarita'	concretezza	immaginabilita'
0	istituire il mercato	3	2	1
1	ristrutturare il collegio	5	5	5
2	valutare la condizione	5	2	4
3	distruggere il duomo	5	5	5
4	aiutare lo sviluppo	5	2	4
5	sostenere lo sviluppo	5	1	4
6	costruire la famiglia	5	4	5
7	istituire il sistema	3	2	1
8	valutare il mercato	5	2	2
9	valutare l'ospedale	5	3	2
10	sospendere la partenza	5	3	5
11	istituire l'ospedale	5	2	1
12	ristrutturare l'ospedale	5	5	5
13	sostenere la caserma	5	2	3
14	valutare la proposta	5	2	3
15	sospendere l'ufficio	5	1	1
16	visitare il comitato	4	4	2
17	aiutare l'ospedale	5	2	4
18	aiutare il mercato	5	2	3
19	costruire l'edificio	5	5	5
20	edificare il socialismo	2	1	1
21	aiutare il cliente	5	4	3
22	ristrutturare l'ufficio	5	4	5
23	demolire la chiesa	5	4	5
24	sostenere la chiesa	5	2	2
25	sospendere il collegio	5	1	3
26	sostenere la causa	5	2	1
27	sospendere il pagamento	5	3	2
28	edificare la caserma	2	3	1
29	sostenere il progetto	5	2	2
30	istituire la chiesa	2	2	1
31	valutare l'ufficio	5	1	2
32	mantenere il palazzo	5	1	3
33	costruire il duomo	5	5	5
34	sospendere il mercato	5	2	2
35	sospendere il processo	5	2	2
36	edificare la casa	2	2	1
37	distruggere l'esercito	5	2	4
38	sospendere lo sciopero	5	3	3
39	sostenere lo sforzo	5	3	2
40	visitare l'edificio	5	4	5
41	mantenere la squadra	5	2	2
42	valutare l'ipotesi	5	2	1
43	visitare il castello	5	5	5
44	istituire il servizio	5	3	1
45	distruggere la famiglia	5	2	4
46	demolire il collegio	5	4	5
47	edificare l'ospedale	2	2	1
48	distruggere il castello	5	4	5
49	aiutare la chiesa	5	2	1
50	aiutare la persona	5	3	2
51	costruire il comitato	5	1	2
52	demolire il mercato	5	1	1
53	costruire il grattacielo	5	5	5
54	istituire la caserma	3	2	2
55	mantenere il castello	4	1	3
56	mantenere l'edificio	4	2	3
57	ristrutturare la scuola	5	4	5
58	istituire la commissione	5	1	2
59	distruggere il reggimento	5	3	5
60	distruggere la brigata	5	3	5
61	distruggere la squadra	5	2	5
62	ristrutturare l'azienda	5	3	5
63	sostenere il contrario	5	1	3
64	costruire il condominio	5	5	5
65	aiutare l'ufficio	5	1	2
66	costruire il reggimento	5	2	4
67	sospendere la seduta	5	2	3
68	ristrutturare il mercato	5	2	1
69	ristrutturare lo albergo	5	4	3
70	visitare la palazzina	5	5	5
71	demolire la casa	5	5	5
72	sostenere l'ospedale	5	2	3
73	aiutare la crescita	5	2	2
74	valutare la chiesa	5	3	2
75	sospendere lo albergo	3	1	2
76	demolire la torre	5	5	5
77	sostenere il mercato	5	2	1
78	aiutare il processo	5	2	2
79	valutare la situazione	5	2	2
80	edificare il collegio	2	3	3
81	valutare l'efficacia	5	2	2
82	edificare lo albergo	2	3	3
83	istituire la scuola	5	2	2
84	aiutare lo albergo	3	2	2
85	costruire il partito	5	2	1
86	costruire l'esercito	5	2	2
87	visitare la famiglia	5	4	3
88	aiutare la caserma	5	4	3
89	distruggere la palazzina	5	5	5
90	edificare la torre	2	4	2
91	valutare il collegio	5	2	2
92	aiutare il bambino	5	3	2
93	valutare lo albergo	5	2	2
94	mantenere il monumento	5	2	1
95	costruire il monumento	5	5	5
96	mantenere il comitato	5	2	2
97	visitare l'esercito	4	4	3
98	demolire il muro	5	5	4
99	sostenere l'esame	5	3	2
100	demolire la scuola	5	5	5
101	sostenere l'ufficio	5	2	2
102	distruggere il condominio	5	5	5
103	costruire la squadra	5	2	3
104	ristrutturare l'appartamento	5	4	5
105	sospendere l'ospedale	3	2	1
106	mantenere l'esercito	3	2	2
107	istituire il collegio	4	2	2
108	visitare il palazzo	5	5	5
109	valutare il risultato	5	2	3
110	edificare la fortezza	3	2	3
111	edificare la scuola	3	2	3
112	valutare l'impatto	5	1	2
113	edificare il mercato	3	2	1
114	mantenere la famiglia	5	3	3
115	sostenere la scuola	5	2	2
116	costruire il castello	5	5	5
117	distruggere il palazzo	5	5	5
118	demolire l'ufficio	5	5	5
119	valutare la scuola	5	2	2
120	mantenere il partito	5	2	1
121	istituire il tribunale	3	2	2
122	sospendere il servizio	5	3	2
123	visitare il monumento	5	4	5
124	distruggere il monumento	5	5	5
125	ristrutturare la casa	5	4	5
126	visitare il duomo	5	4	5
127	aiutare il collegio	4	2	2
128	istituire l'ufficio	3	2	1
129	sospendere la scuola	5	3	2
130	istituire il consiglio	3	2	2
131	sospendere la partita	3	3	2
132	mantenere il duomo	3	3	1
133	demolire l'ospedale	5	5	5
134	demolire la fondamenta	5	5	5
135	edificare la chiesa	3	2	1
136	valutare il rischio	5	2	1
137	visitare il partito	5	3	2
138	valutare la caserma	5	2	2
139	sospendere la chiesa	5	1	1
140	mantenere la palazzina	4	2	2
141	costruire il palazzo	5	5	5
142	ristrutturare la caserma	5	4	5
143	ristrutturare l'economia	4	2	1
144	distruggere l'edificio	5	5	5
145	sostenere lo albergo	3	2	2
146	mantenere il condominio	3	2	2
147	ristrutturare la chiesa	5	4	5
148	sostenere il collegio	5	2	2
149	demolire lo albergo	5	4	5
150	sostenere la tesi	5	1	3
151	sospendere la caserma	3	1	1
152	costruire la brigata	4	2	3
153	edificare la villa	2	2	3
154	visitare la brigata	4	2	3
155	valutare il caso	5	2	2
156	visitare il reggimento	5	2	3
157	istituire lo albergo	3	2	3
158	edificare il muro	3	2	3
159	demolire la caserma	5	5	5
160	visitare la squadra	5	2	4
161	costruire la palazzina	5	5	5
162	distruggere il comitato	4	3	2
163	aiutare il popolo	2	2	3
164	edificare l'ufficio	5	2	2
165	aiutare la scuola	5	2	2
166	distruggere il partito	5	2	3
