	CONCETTI TARGET	familiarita'	concretezza	immaginabilita'
0	consultare l'articolo	5	3	5
1	presentare la domanda	4	2	4
2	spiegare il motivo	5	1	3
3	consultare la sezione	5	3	5
4	consultare l'elenco	5	3	5
5	presentare l'istanza	4	2	4
6	presentare il progetto	5	2	4
7	spiegare la parola	3	1	3
8	spiegare la situazione	5	1	3
9	consultare l'appendice	3	3	5
10	presentare la denuncia	3	2	4
11	presentare il programma	4	2	4
12	consultare l'esperto	3	3	5
13	presentare il problema	4	2	4
14	spiegare la ragione	5	1	3
15	consultare la tabella	5	3	5
16	spiegare il significato	4	1	3
17	spiegare il concetto	4	1	3
