	CONCETTI TARGET	familiarita'	concretezza	immaginabilita'
0	comprare il tavolo	2	5	4
1	vendere il tavolo	2	5	3
2	riparare la scrivania	1	3	2
3	comprare la scrivania	5	5	5
4	vendere il frigo	3	2	3
5	vendere la sedia	1	2	2
6	pulire la sedia	5	5	5
7	riparare la sedia	2	2	2
8	riparare il frigo	1	3	2
9	riparare il tavolo	2	2	2
10	pulire il divano	5	5	5
11	comprare il divano	5	5	4
12	vendere la scrivania	2	2	2
13	comprare l'armadio	5	4	4
14	pulire la scrivania	5	5	5
15	pulire l'armadio	3	4	4
16	riparare l'armadio	2	4	3
17	comprare la sedia	4	4	4
18	vendere il divano	2	2	2
19	pulire il tavolo	5	5	5
20	comprare il frigo	5	5	4
21	riparare il divano	1	1	1
22	pulire il frigo	3	4	3
23	vendere l'armadio	2	3	3
