	CONCETTI TARGET	familiarita'	concretezza	immaginabilita'
0	comprare il tavolo	1	2	5
1	avere il tavolo	2	4	2
2	cambiare la scrivania	3	3	4
3	comprare la scrivania	2	2	5
4	avere la sedia	5	4	2
5	dare la sedia	4	1	1
6	cambiare la sedia	5	3	4
7	cambiare il tavolo	2	3	4
8	dare il divano	1	1	1
9	comprare il divano	2	2	5
10	avere la scrivania	5	4	2
11	comprare l'armadio	1	2	5
12	dare la scrivania	3	1	1
13	dare l'armadio	1	1	1
14	cambiare l'armadio	1	3	4
15	comprare la sedia	4	2	5
16	avere il divano	5	4	2
17	dare il tavolo	2	1	1
18	cambiare il divano	1	3	4
19	avere l'armadio	5	4	2
