	CONCETTI TARGET	familiarita'	concretezza	immaginabilita'
0	raccogliere l'acqua	1	3	4
1	aprire la scatola	4	3	4
2	raccogliere la frutta	3	3	4
3	raccogliere il grano	1	3	4
4	aprire il cassetto	4	3	4
5	regalare l'anello	3	1	2
6	regalare il biglietto	3	1	2
7	regalare la bottiglia	1	2	2
8	raccogliere il fiore	4	3	4
9	aprire la bottega	2	2	3
10	aprire il pacco	4	3	3
11	raccogliere la legna	3	4	4
12	regalare il fiore	3	2	3
13	aprire la busta	4	4	4
14	aprire il frigo	4	4	4
15	regalare la gioiello	3	2	3
16	aprire il portone	4	4	5
17	aprire la porta	4	4	5
18	regalare la foto	4	3	4
19	aprire il coperchio	3	4	4
20	regalare la collana	3	2	3
21	aprire la finestra	5	4	4
22	raccogliere l'erba	3	4	3
23	raccogliere la moneta	3	5	4
24	raccogliere la palla	3	4	4
25	aprire il portello	4	4	4
