	CONCETTI TARGET	familiarita'	concretezza	immaginabilita'
0	sentire la storia	2	2	2
1	inventare la favola	1	1	2
2	inventare la storia	2	2	2
3	disporre il giudizio	2	2	2
4	narrare la storia	1	2	3
5	sentire l'idea	2	2	2
6	raccontare la favola	1	1	2
7	ritenere il giudizio	2	2	2
8	raccontare la storia	2	2	3
9	esprimere il giudizio	3	2	3
10	sentire il giudizio	2	2	2
11	narrare la favola	1	1	2
12	sentire la poesia	1	1	2
13	seguire la storia	2	1	3
14	ricevere la notizia	4	2	3
15	sentire la favola	1	1	2
16	seguire l'idea	2	2	3
17	sentire la notizia	3	2	3
