	CONCETTI TARGET	familiarita'	concretezza	immaginabilita'
0	sentire la storia	4	2	5
1	inventare la favola	3	2	5
2	inventare la storia	3	2	5
3	disporre il giudizio	3	2	5
4	narrare la storia	3	2	4
5	sentire l'idea	4	2	5
6	raccontare la favola	4	2	5
7	ritenere il giudizio	4	2	5
8	raccontare la storia	4	2	5
9	esprimere il giudizio	3	3	5
10	sentire il giudizio	4	2	5
11	narrare la favola	3	2	5
12	sentire la poesia	3	3	5
13	seguire la storia	3	2	5
14	ricevere la notizia	3	2	5
15	sentire la favola	2	2	5
16	seguire l'idea	4	1	5
17	sentire la notizia	4	2	5
