	CONCETTI TARGET	familiarita'	concretezza	immaginabilita'
0	comprare il tavolo	3	4	5
1	vendere il tavolo	3	4	5
2	riparare la scrivania	2	4	4
3	comprare la scrivania	4	4	5
4	vendere il frigo	1	2	2
5	vendere la sedia	1	2	2
6	pulire la sedia	4	5	4
7	riparare la sedia	3	4	4
8	riparare il frigo	2	4	4
9	riparare il tavolo	3	4	4
10	pulire il divano	3	4	4
11	comprare il divano	4	5	5
12	vendere la scrivania	2	4	4
13	comprare l'armadio	4	5	5
14	pulire la scrivania	5	5	5
15	pulire l'armadio	5	5	5
16	riparare l'armadio	3	4	5
17	comprare la sedia	4	5	5
18	vendere il divano	3	4	4
19	pulire il tavolo	5	5	5
20	comprare il frigo	5	5	5
21	riparare il divano	2	4	4
22	pulire il frigo	4	5	5
23	vendere l'armadio	3	5	5
