	CONCETTI TARGET	familiarita'	concretezza	immaginabilita'
0	catalogo bagnato	1	5	5
1	catalogo consumato	2	5	5
2	catalogo informatica	1	4	1
3	catalogo scientifico	1	5	2
4	catalogo stampato	5	5	5
5	catalogo tecnico	2	5	5
6	diario bagnato	5	5	5
7	diario consumato	5	5	5
8	diario informatico	1	5	1
9	diario scientifico	1	5	2
10	diario stampato	5	5	5
11	diario tecnico	5	5	5
12	disegno bagnato	5	5	5
13	disegno consumato	5	5	5
14	disegno informatico	1	4	1
15	disegno scientifico	4	5	5
16	disegno stampato	5	5	5
17	disegno tecnico	5	5	5
18	libro bagnato	5	5	5
19	libro consumato	5	5	5
20	libro informatico	1	5	1
21	libro scientifico	5	5	5
22	libro stampato	5	5	5
23	libro tecnico	2	5	2
24	rivista bagnata	5	5	5
25	rivista consumata	5	5	5
26	rivista informatica	1	5	4
27	rivista scientifica	5	5	0
28	rivista stampata	5	5	5
29	rivista tecnica	2	5	5
