	CONCETTI TARGET	familiarita'	concretezza	immaginabilita'
0	comprare il tavolo	2	4	4
1	vendere il tavolo	1	3	3
2	riparare la scrivania	4	5	4
3	comprare la scrivania	2	4	3
4	vendere il frigo	3	4	3
5	vendere la sedia	3	4	3
6	pulire la sedia	5	5	4
7	riparare la sedia	3	4	3
8	riparare il frigo	3	4	3
9	riparare il tavolo	3	4	3
10	pulire il divano	5	5	4
11	comprare il divano	2	4	3
12	vendere la scrivania	1	4	3
13	comprare l'armadio	1	4	3
14	pulire la scrivania	5	5	4
15	pulire l'armadio	5	4	5
16	riparare l'armadio	2	4	3
17	comprare la sedia	2	4	3
18	vendere il divano	2	4	2
19	pulire il tavolo	4	4	3
20	comprare il frigo	1	4	3
21	riparare il divano	2	4	3
22	pulire il frigo	5	5	4
23	vendere l'armadio	2	4	3
