	CONCETTI TARGET	familiarita'	concretezza	immaginabilita'
0	armadio antico	3	4	4
1	sedia antica	2	4	3
2	armadio nuovo	5	5	5
3	notizia vecchio	2	2	1
4	armadio moderno	3	3	4
5	sedia moderna	2	3	4
6	divano moderno	2	4	3
7	tavolo antico	4	4	4
8	idea vecchia	1	1	1
9	notizia nuova	4	4	5
10	poesia semplice	2	1	4
11	armadio semplice	4	3	5
12	favola nuova	1	1	2
13	poesia antica	1	1	1
14	poesia moderna	2	2	1
15	idea semplice	1	2	1
16	divano vecchio	4	5	4
17	storia nuova	1	4	3
18	notizia semplice	1	3	2
19	storia moderna	4	5	5
20	favola antica	1	2	1
21	poesia nuova	2	2	1
22	sedia nuova	4	5	5
23	storia vecchia	5	4	3
24	tavolo vecchio	5	5	3
25	sedia semplice	4	5	4
26	tavolo semplice	5	5	4
27	scrivania moderna	3	5	5
28	scrivania vecchia	4	3	2
29	sedia vecchia	4	5	3
30	storia antica	2	2	2
31	favola semplice	4	4	2
32	divano nuovo	5	5	5
33	scrivania antica	2	5	4
34	favola vecchia	4	5	5
35	idea nuova	1	3	2
36	armadio vecchio	4	5	4
37	tavolo nuovo	4	4	5
38	divano antico	3	2	1
39	storia semplice	3	4	3
40	scrivania nuova	5	5	5
41	favola moderna	2	3	4
42	scrivania semplice	5	5	4
43	tavolo moderno	2	4	4
44	divano semplice	5	5	3
