	CONCETTI TARGET	familiarita'	concretezza	immaginabilita'
0	catalogo bagnato	3	5	4
1	catalogo consumato	3	5	4
2	catalogo informatica	2	4	4
3	catalogo scientifico	5	5	5
4	catalogo stampato	5	5	5
5	catalogo tecnico	3	3	2
6	diario bagnato	2	5	5
7	diario consumato	2	5	4
8	diario informatico	1	1	1
9	diario scientifico	1	1	1
10	diario stampato	1	4	4
11	diario tecnico	1	1	1
12	disegno bagnato	2	5	5
13	disegno consumato	2	4	4
14	disegno informatico	1	1	1
15	disegno scientifico	3	3	4
16	disegno stampato	4	5	5
17	disegno tecnico	2	3	4
18	libro bagnato	2	5	5
19	libro consumato	3	5	5
20	libro informatico	4	5	5
21	libro scientifico	5	5	5
22	libro stampato	5	5	5
23	libro tecnico	4	4	4
24	rivista bagnata	2	5	5
25	rivista consumata	4	4	5
26	rivista informatica	3	4	4
27	rivista scientifica	5	5	5
28	rivista stampata	5	5	5
29	rivista tecnica	5	4	4
