	CONCETTI TARGET	familiarita'	concretezza	immaginabilita'
0	comprare il tavolo	2.0	3.0	4.0
1	avere il tavolo	4.0	4.0	5.0
2	cambiare la scrivania	2.0	4.0	5.0
3	comprare la scrivania	3.0	4.0	5.0
4	avere la sedia	3.0	4.0	4.0
5	dare la sedia	2.0	4.0	3.0
6	cambiare la sedia	2.0	3.0	4.0
7	cambiare il tavolo	2.0	4.0	4.0
8	dare il divano	1.0	2.0	3.0
9	comprare il divano	3.0	4.0	4.0
10	avere la scrivania	4.0	4.0	5.0
11	comprare l'armadio	4.0	4.0	4.0
12	dare la scrivania	2.0	2.0	2.0
13	dare l'armadio	2.0	2.0	2.0
14	cambiare l'armadio	3.0	4.0	4.0
15	comprare la sedia	3.0	4.0	5.0
16	avere il divano	5.0	5.0	5.0
17	dare il tavolo	2.0	2.0	3.0
18	cambiare il divano	3.0	3.0	4.0
19	avere l'armadio	5.0	5.0	5.0
20				
21	sesso:  M Età 24			
