	CONCETTI TARGET	familiarita'	concretezza	immaginabilita'
0	consultare l'articolo	4	5	4
1	presentare la domanda	4	5	4
2	spiegare il motivo	5	2	5
3	consultare la sezione	1	5	2
4	consultare l'elenco	2	5	4
5	presentare l'istanza	1	5	1
6	presentare il progetto	4	5	2
7	spiegare la parola	4	1	4
8	spiegare la situazione	4	1	4
9	consultare l'appendice	1	5	5
10	presentare la denuncia	1	5	1
11	presentare il programma	4	5	4
12	consultare l'esperto	5	4	5
13	presentare il problema	4	2	5
14	spiegare la ragione	4	2	5
15	consultare la tabella	4	5	5
16	spiegare il significato	4	2	4
17	spiegare il concetto	4	1	4
