	CONCETTI TARGET	familiarita'	concretezza	immaginabilita'
0	avere la storia	5	2	3
1	cambiare la storia	2	2	1
2	avere il giudizio	3	3	2
3	cambiare il giudizio	2	2	1
4	avere la notizia	5	3	5
5	dare la storia	1	2	1
6	comprare la storia	1	1	1
7	cambiare l'opinione	5	3	5
8	dare il giudizio	3	3	4
9	avere l'idea	5	3	4
10	dare l'opinione	4	3	4
11	avere l'opinione	5	3	5
12	dare l'idea	4	2	4
13	cambiare l'idea	5	3	4
