	CONCETTI TARGET	familiarita'	concretezza	immaginabilita'
0	valutare il sistema	2	3	1
1	valutare il premio	4	2	2
2	ristrutturare il sistema	2	3	1
3	edificare l'appartamento	5	4	3
4	demolire l'appartamento	5	5	4
5	sostenere il programma	5	3	3
6	edificare la biblioteca	4	4	4
7	istituire il corso	4	3	3
8	istituire la proposta	4	3	2
9	demolire l'economia	3	5	4
10	valutare il programma	5	2	5
11	valutare il progetto	5	2	5
12	sospendere il progetto	5	3	5
13	sostenere il servizio	5	2	5
14	valutare il corso	5	3	5
15	valutare la proposta	5	3	5
16	sospendere il sistema	4	2	5
17	istituire il premio	3	2	3
18	edificare il sistema	4	2	3
19	sospendere il programma	5	2	4
20	sostenere il sistema	5	2	5
21	edificare il museo	5	3	5
22	edificare l'economia	5	2	3
23	istituire l'economia	4	2	3
24	sostenere la proposta	5	2	4
25	sospendere la proposta	3	2	4
26	demolire il sistema	4	5	2
27	valutare l'economia	5	3	2
28	demolire la biblioteca	5	5	5
29	ristrutturare il museo	5	5	5
30	istituire il programma	5	3	3
31	sostenere l'economia	5	2	4
32	demolire il museo	5	5	5
33	ristrutturare la biblioteca	5	5	5
34	sospendere il corso	5	3	3
35	istituire il progetto	4	3	3
36	sospendere l'economia	5	3	2
37	valutare il servizio	4	2	2
