	CONCETTI TARGET	familiarita'	concretezza	immaginabilita'
0	raccogliere l'acqua	4	4	4
1	aprire la scatola	5	3	4
2	raccogliere la frutta	4	4	4
3	raccogliere il grano	2	4	3
4	aprire il cassetto	5	3	5
5	regalare l'anello	3	2	2
6	regalare il biglietto	4	2	4
7	regalare la bottiglia	2	2	3
8	raccogliere il fiore	5	5	5
9	aprire la bottega	2	2	3
10	aprire il pacco	4	3	4
11	raccogliere la legna	3	4	4
12	regalare il fiore	4	5	5
13	aprire la busta	5	4	5
14	aprire il frigo	5	4	5
15	regalare la gioiello	3	2	4
16	aprire il portone	5	3	5
17	aprire la porta	5	3	5
18	regalare la foto	5	3	5
19	aprire il coperchio	5	4	5
20	regalare la collana	3	3	4
21	aprire la finestra	5	4	5
22	raccogliere l'erba	5	4	5
23	raccogliere la moneta	3	2	3
24	raccogliere la palla	5	3	5
25	aprire il portello	4	2	4
