	CONCETTI TARGET	familiarita'	concretezza	immaginabilita'
0	istituire il mercato	1	1	1
1	ristrutturare il collegio	5	5	5
2	valutare la condizione	5	3	2
3	distruggere il duomo	5	5	5
4	aiutare lo sviluppo	5	4	2
5	sostenere lo sviluppo	5	3	2
6	costruire la famiglia	5	5	3
7	istituire il sistema	4	4	1
8	valutare il mercato	2	5	1
9	valutare l'ospedale	5	5	3
10	sospendere la partenza	5	5	3
11	istituire l'ospedale	5	3	3
12	ristrutturare l'ospedale	5	5	5
13	sostenere la caserma	5	3	3
14	valutare la proposta	5	2	2
15	sospendere l'ufficio	2	2	2
16	visitare il comitato	5	3	4
17	aiutare l'ospedale	5	4	3
18	aiutare il mercato	4	4	3
19	costruire l'edificio	5	5	5
20	edificare il socialismo	1	1	1
21	aiutare il cliente	5	4	5
22	ristrutturare l'ufficio	5	5	5
23	demolire la chiesa	5	5	5
24	sostenere la chiesa	5	3	4
25	sospendere il collegio	5	3	2
26	sostenere la causa	5	3	4
27	sospendere il pagamento	5	2	2
28	edificare la caserma	5	5	1
29	sostenere il progetto	5	3	1
30	istituire la chiesa	5	1	1
31	valutare l'ufficio	5	2	1
32	mantenere il palazzo	5	3	1
33	costruire il duomo	5	5	5
34	sospendere il mercato	5	3	1
35	sospendere il processo	5	3	4
36	edificare la casa	5	4	3
37	distruggere l'esercito	5	5	5
38	sospendere lo sciopero	5	4	3
39	sostenere lo sforzo	5	3	3
40	visitare l'edificio	5	5	5
41	mantenere la squadra	5	4	1
42	valutare l'ipotesi	5	2	1
43	visitare il castello	5	5	5
44	istituire il servizio	5	1	1
45	distruggere la famiglia	5	1	1
46	demolire il collegio	5	5	5
47	edificare l'ospedale	5	5	3
48	distruggere il castello	5	5	5
49	aiutare la chiesa	5	4	5
50	aiutare la persona	5	4	5
51	costruire il comitato	5	3	2
52	demolire il mercato	2	2	2
53	costruire il grattacielo	5	5	5
54	istituire la caserma	4	2	2
55	mantenere il castello	5	4	2
56	mantenere l'edificio	5	4	2
57	ristrutturare la scuola	5	5	5
58	istituire la commissione	4	2	2
59	distruggere il reggimento	5	5	4
60	distruggere la brigata	5	5	4
61	distruggere la squadra	5	2	3
62	ristrutturare l'azienda	5	5	4
63	sostenere il contrario	5	1	2
64	costruire il condominio	5	5	5
65	aiutare l'ufficio	5	4	2
66	costruire il reggimento	4	3	2
67	sospendere la seduta	5	3	2
68	ristrutturare il mercato	4	3	2
69	ristrutturare lo albergo	5	5	5
70	visitare la palazzina	5	5	5
71	demolire la casa	5	5	5
72	sostenere l'ospedale	5	3	5
73	aiutare la crescita	5	4	2
74	valutare la chiesa	5	1	2
75	sospendere lo albergo	5	2	2
76	demolire la torre	5	5	5
77	sostenere il mercato	5	3	3
78	aiutare il processo	5	4	2
79	valutare la situazione	5	2	2
80	edificare il collegio	5	5	3
81	valutare l'efficacia	5	1	2
82	edificare lo albergo	5	5	2
83	istituire la scuola	5	1	2
84	aiutare lo albergo	5	3	2
85	costruire il partito	4	2	2
86	costruire l'esercito	4	2	2
87	visitare la famiglia	5	5	5
88	aiutare la caserma	5	3	3
89	distruggere la palazzina	5	5	5
90	edificare la torre	5	5	4
91	valutare il collegio	5	1	2
92	aiutare il bambino	5	5	5
93	valutare lo albergo	5	1	4
94	mantenere il monumento	5	4	4
95	costruire il monumento	5	5	5
96	mantenere il comitato	5	2	3
97	visitare l'esercito	5	5	4
98	demolire il muro	5	5	5
99	sostenere l'esame	5	5	5
100	demolire la scuola	5	5	5
101	sostenere l'ufficio	5	3	2
102	distruggere il condominio	5	5	5
103	costruire la squadra	5	3	4
104	ristrutturare l'appartamento	5	4	5
105	sospendere l'ospedale	5	2	2
106	mantenere l'esercito	5	3	2
107	istituire il collegio	5	4	2
108	visitare il palazzo	5	5	5
109	valutare il risultato	5	3	3
110	edificare la fortezza	5	5	3
111	edificare la scuola	5	5	3
112	valutare l'impatto	5	1	1
113	edificare il mercato	3	3	2
114	mantenere la famiglia	5	3	2
115	sostenere la scuola	5	3	3
116	costruire il castello	5	5	5
117	distruggere il palazzo	5	5	5
118	demolire l'ufficio	5	5	5
119	valutare la scuola	5	1	4
120	mantenere il partito	4	1	1
121	istituire il tribunale	5	1	1
122	sospendere il servizio	5	1	2
123	visitare il monumento	5	5	5
124	distruggere il monumento	5	5	5
125	ristrutturare la casa	5	5	5
126	visitare il duomo	5	5	5
127	aiutare il collegio	5	3	4
128	istituire l'ufficio	5	1	1
129	sospendere la scuola	5	2	2
130	istituire il consiglio	5	1	2
131	sospendere la partita	5	3	3
132	mantenere il duomo	5	4	2
133	demolire l'ospedale	5	5	5
134	demolire la fondamenta	5	5	5
135	edificare la chiesa	5	5	3
136	valutare il rischio	5	3	2
137	visitare il partito	5	4	3
138	valutare la caserma	5	2	3
139	sospendere la chiesa	5	3	3
140	mantenere la palazzina	5	4	3
141	costruire il palazzo	5	5	5
142	ristrutturare la caserma	5	5	5
143	ristrutturare l'economia	5	2	3
144	distruggere l'edificio	5	5	5
145	sostenere lo albergo	5	1	2
146	mantenere il condominio	5	3	2
147	ristrutturare la chiesa	5	5	5
148	sostenere il collegio	5	1	3
149	demolire lo albergo	5	5	5
150	sostenere la tesi	5	1	5
151	sospendere la caserma	5	2	2
152	costruire la brigata	4	2	2
153	edificare la villa	5	5	3
154	visitare la brigata	5	4	4
155	valutare il caso	5	2	4
156	visitare il reggimento	4	4	4
157	istituire lo albergo	5	1	2
158	edificare il muro	5	5	3
159	demolire la caserma	5	5	4
160	visitare la squadra	5	5	5
161	costruire la palazzina	5	5	5
162	distruggere il comitato	4	2	3
163	aiutare il popolo	5	3	3
164	edificare l'ufficio	5	4	4
165	aiutare la scuola	5	3	5
166	distruggere il partito	4	2	1
