	CONCETTI TARGET	familiarita'	concretezza	immaginabilita'
0	consultare l'articolo	2	3	2
1	presentare la domanda	3	4	4
2	spiegare il motivo	5	5	5
3	consultare la sezione	3	3	2
4	consultare l'elenco	3	2	2
5	presentare l'istanza	1	1	3
6	presentare il progetto	1	3	1
7	spiegare la parola	5	4	4
8	spiegare la situazione	5	4	3
9	consultare l'appendice	5	5	5
10	presentare la denuncia	1	1	4
11	presentare il programma	2	3	2
12	consultare l'esperto	2	3	1
13	presentare il problema	5	4	5
14	spiegare la ragione	5	4	2
15	consultare la tabella	5	3	4
16	spiegare il significato	5	4	3
17	spiegare il concetto	5	4	4
