	CONCETTI TARGET	familiarita'	concretezza	immaginabilita'
0	chiudere il libro	5	4	4
1	sfogliare il catalogo	5	5	5
2	presentare il libro	5	3	4
3	regalare il diario	5	4	3
4	sfogliare il libro	5	5	5
5	aprire la rivista	4	3	3
6	consultare la rivista	4	4	4
7	regalare il catalogo	4	3	2
8	regalare il libro	5	3	4
9	comprare il libro	5	3	5
10	raccogliere il catalogo	4	3	2
11	comprare il disegno	3	2	2
12	raccogliere il disegno	3	2	2
13	comprare il catalogo	3	2	2
14	raccogliere il libro	4	3	4
15	regalare la rivista	4	3	3
16	raccogliere la rivista	4	3	4
17	consultare il catalogo	5	4	4
18	presentare il catalogo	3	3	3
19	presentare il disegno	3	3	2
20	consultare il libro	4	4	4
21	aprire il catalogo	4	3	3
22	chiudere il catalogo	4	3	3
23	spiegare il disegno	4	3	5
24	presentare il diario	4	3	2
25	chiudere la rivista	4	3	3
26	spiegare il libro	4	3	3
27	regalare il disegno	4	3	4
28	comprare il diario	4	3	3
29	sfogliare il diario	5	3	4
30	aprire il diario	4	3	3
31	chiudere il diario	4	3	3
32	sfogliare la rivista	5	5	5
33	raccogliere il diario	4	3	3
34	presentare la rivista	3	3	3
35	comprare la rivista	4	3	4
36	aprire il libro	5	3	5
