	CONCETTI TARGET	familiarita'	concretezza	immaginabilita'
0	comprare il tavolo	3	3	3
1	vendere il tavolo	3	3	3
2	riparare la scrivania	3	4	4
3	comprare la scrivania	3	3	3
4	vendere il frigo	3	3	3
5	vendere la sedia	3	3	3
6	pulire la sedia	3	4	4
7	riparare la sedia	2	4	4
8	riparare il frigo	2	4	4
9	riparare il tavolo	2	4	4
10	pulire il divano	2	4	4
11	comprare il divano	3	3	3
12	vendere la scrivania	3	3	3
13	comprare l'armadio	3	3	3
14	pulire la scrivania	2	4	4
15	pulire l'armadio	2	4	4
16	riparare l'armadio	2	4	4
17	comprare la sedia	3	3	3
18	vendere il divano	3	3	3
19	pulire il tavolo	2	4	4
20	comprare il frigo	3	3	3
21	riparare il divano	2	4	4
22	pulire il frigo	2	4	4
23	vendere l'armadio	3	3	3
