	CONCETTI TARGET	familiarita'	concretezza	immaginabilita'
0	comprare il tavolo	5	5	5
1	vendere il tavolo	5	5	5
2	riparare la scrivania	5	5	4
3	comprare la scrivania	5	5	5
4	vendere il frigo	5	4	4
5	vendere la sedia	5	4	4
6	pulire la sedia	5	5	5
7	riparare la sedia	5	5	4
8	riparare il frigo	5	5	4
9	riparare il tavolo	5	5	5
10	pulire il divano	5	5	4
11	comprare il divano	5	5	4
12	vendere la scrivania	5	4	4
13	comprare l'armadio	5	5	5
14	pulire la scrivania	5	5	4
15	pulire l'armadio	5	5	4
16	riparare l'armadio	5	5	4
17	comprare la sedia	5	5	4
18	vendere il divano	5	4	4
19	pulire il tavolo	5	5	4
20	comprare il frigo	5	5	5
21	riparare il divano	5	5	4
22	pulire il frigo	5	5	4
23	vendere l'armadio	5	4	4
