	CONCETTI TARGET	familiarita'	concretezza	immaginabilita'
0	consultare l'articolo	5	5	5
1	presentare la domanda	5	3	4
2	spiegare il motivo	4	1	4
3	consultare la sezione	4	1	4
4	consultare l'elenco	4	3	4
5	presentare l'istanza	3	1	3
6	presentare il progetto	4	3	5
7	spiegare la parola	3	2	2
8	spiegare la situazione	4	2	2
9	consultare l'appendice	3	3	2
10	presentare la denuncia	2	5	2
11	presentare il programma	2	3	1
12	consultare l'esperto	5	1	3
13	presentare il problema	3	4	2
14	spiegare la ragione	4	4	1
15	consultare la tabella	4	2	5
16	spiegare il significato	5	1	2
17	spiegare il concetto	5	1	2
