	CONCETTI TARGET	familiarita'	concretezza	immaginabilita'
0	comprare il tavolo	3	4	3
1	avere il tavolo	4	3	4
2	cambiare la scrivania	3	4	3
3	comprare la scrivania	4	4	3
4	avere la sedia	4	4	3
5	dare la sedia	2	4	3
6	cambiare la sedia	1	3	4
7	cambiare il tavolo	1	3	3
8	dare il divano	1	2	3
9	comprare il divano	3	4	3
10	avere la scrivania	4	4	4
11	comprare l'armadio	3	4	3
12	dare la scrivania	2	3	3
13	dare l'armadio	2	3	3
14	cambiare l'armadio	3	4	3
15	comprare la sedia	3	4	4
16	avere il divano	4	4	3
17	dare il tavolo	2	4	3
18	cambiare il divano	3	4	3
19	avere l'armadio	4	4	4
