	CONCETTI TARGET	familiarita'	concretezza	immaginabilita'
0	portare il pacco	4	5	5
1	portare l'abito	4	5	5
2	avere la gomma	4	5	5
3	portare il libro	5	5	5
4	annullare l'intervento	4	5	5
5	preparare il concerto	4	5	5
6	dare il righello	4	5	5
7	confezionare il cibo	2	4	5
8	preparare la mostra	4	5	5
9	annullare il corso	4	5	5
10	portare il pacchetto	4	5	5
11	pagare il concerto	4	5	5
12	portare il fiore	4	5	5
13	portare il piatto	4	5	5
14	confezionare il piatto	2	3	4
15	confezionare la verdura	1	3	4
16	dare la matita	4	5	5
17	annullare il servizio	3	4	4
18	portare la verdura	4	5	5
19	avere la penna	5	5	5
20	prenotare la mostra	4	5	5
21	annullare la spedizione	4	5	5
22	avere la matita	4	5	5
23	portare la camicia	4	5	5
24	confezionare il fiore	4	5	5
25	prenotare il servizio	4	3	3
26	cambiare la penna	4	5	5
27	prenotare l'iscrizione	4	5	5
28	prenotare la spedizione	4	5	5
29	avere il righello	5	5	5
30	prenotare l'incontro	4	5	5
31	dare la gomma	5	5	5
32	annullare l'incontro	4	5	5
33	prenotare l'intervento	4	5	5
34	portare il legno	2	4	3
35	prenotare il concerto	3	5	5
36	annullare l'appuntamento	3	5	5
37	confezionare il libro	3	3	4
38	annullare l'iscrizione	4	4	4
39	annullare la mostra	3	5	5
40	confezionare il carne	2	3	3
41	portare la carne	2	4	4
42	organizzare il concerto	4	5	5
43	prenotare l'appuntamento	4	5	5
44	portare il cibo	5	5	5
45	pagare la mostra	4	5	5
46	annullare il concerto	4	5	5
47	organizzare la mostra	4	5	5
48	cambiare la matita	3	5	5
49	dare la penna	4	5	5
50	prenotare il corso	5	5	5
