	CONCETTI TARGET	familiarita'	concretezza	immaginabilita'
0	ristrutturare l'ospedale	5	5	5
1	sostenere la caserma	2	5	5
2	valutare la proposta	5	5	5
3	aiutare il collegio	5	5	5
4	istituire l'ufficio	4	1	5
5	visitare la brigata	2	1	5
6	distruggere il monumento	2	1	5
7	costruire l'edificio	5	5	5
8	edificare il socialismo	1	1	5
9	aiutare il cliente	5	5	5
10	istituire il mercato	2	5	5
11	ristrutturare il collegio	2	5	5
12	valutare la condizione	2	5	5
13	distruggere il duomo	1	1	5
14	costruire il duomo	4	4	5
15	sospendere il mercato	1	1	5
16	sospendere il processo	1	5	5
17	edificare la casa	5	5	5
18	distruggere l'esercito	1	1	5
19	sospendere lo sciopero	2	2	5
20	sostenere lo sforzo	5	5	5
21	visitare l'edificio	5	5	5
22	mantenere la squadra	5	4	5
23	valutare l'ipotesi	5	5	5
24	mantenere il castello	1	2	5
25	mantenere l'edificio	1	2	5
26	ristrutturare la scuola	3	5	5
27	istituire la commissione	1	1	5
28	distruggere il reggimento	1	1	5
29	distruggere la brigata	1	1	5
30	distruggere la squadra	1	1	5
31	ristrutturare l'azienda	1	5	5
32	sostenere il contrario	5	5	5
33	costruire il condominio	2	5	5
34	aiutare l'ufficio	1	5	5
35	costruire il reggimento	1	4	5
36	sospendere la seduta	1	5	5
37	ristrutturare il mercato	1	2	5
38	ristrutturare lo albergo	1	5	5
39	visitare la palazzina	1	5	5
40	demolire la casa	5	5	5
41	sostenere l'ospedale	4	5	5
42	aiutare la crescita	5	5	5
43	valutare la chiesa	2	5	5
44	sospendere lo albergo	1	4	5
45	demolire la torre	1	1	5
46	sostenere il mercato	3	5	5
47	aiutare il processo	3	5	5
48	valutare la situazione	5	5	5
49	edificare il collegio	2	5	5
50	valutare l'efficacia	4	5	5
51	edificare lo albergo	2	5	5
52	istituire la scuola	1	5	5
53	aiutare lo albergo	1	5	5
54	costruire il partito	1	5	5
55	costruire l'esercito	1	3	5
56	visitare la famiglia	5	5	5
57	aiutare la caserma	1	4	5
58	costruire il monumento	1	5	5
59	mantenere il comitato	1	5	5
60	visitare l'esercito	1	3	5
61	demolire il muro	1	5	5
62	sostenere l'esame	5	5	5
63	demolire la scuola	1	1	5
64	sostenere l'ufficio	1	3	5
65	distruggere il condominio	1	1	5
66	sospendere l'ufficio	1	2	5
67	visitare il comitato	1	2	5
68	sospendere l'ospedale	1	1	5
69	visitare il castello	5	5	5
70	istituire il servizio	4	4	5
71	distruggere la famiglia	1	3	5
72	demolire il collegio	1	1	5
73	edificare l'ospedale	1	5	5
74	edificare la scuola	1	5	5
75	valutare l'impatto	4	5	5
76	edificare il mercato	1	1	5
77	mantenere la famiglia	1	5	5
78	sostenere la scuola	4	5	5
79	costruire il castello	1	5	5
80	distruggere il palazzo	1	5	5
81	costruire la palazzina	1	5	5
82	distruggere il comitato	1	1	5
83	valutare il rischio	5	5	5
84	mantenere il monumento	1	4	5
85	sospendere la scuola	1	4	5
86	istituire il consiglio	1	3	5
87	sospendere la partita	1	5	5
88	mantenere il duomo	1	5	5
89	costruire la squadra	1	4	5
90	ristrutturare l'appartamento	4	5	5
91	valutare il caso	5	5	5
92	visitare il reggimento	1	2	5
93	istituire lo albergo	1	5	5
94	ristrutturare la chiesa	1	5	5
95	sostenere il collegio	1	3	5
96	ristrutturare la casa	5	5	5
97	visitare il duomo	5	5	5
98	demolire l'ufficio	1	1	5
99	valutare la scuola	1	5	5
100	mantenere il partito	1	5	5
101	istituire il tribunale	1	4	5
102	sospendere il servizio	1	2	5
103	visitare il monumento	5	5	5
104	distruggere il castello	1	1	5
105	edificare il muro	1	5	5
106	demolire la caserma	1	5	5
107	visitare la squadra	1	4	5
108	aiutare il popolo	2	2	5
109	edificare l'ufficio	1	5	5
110	aiutare la scuola	2	2	5
111	distruggere il partito	1	1	5
112	demolire l'ospedale	1	5	5
113	demolire la fondamenta	1	5	5
114	edificare la chiesa	1	5	5
115	sospendere la chiesa	1	1	5
116	mantenere la palazzina	1	5	5
117	mantenere il condominio	1	5	5
118	costruire il palazzo	1	5	5
119	ristrutturare la caserma	1	5	5
120	visitare il partito	1	1	5
121	valutare la caserma	1	3	5
122	aiutare la persona	5	1	5
123	costruire il comitato	1	5	5
124	demolire il mercato	1	1	5
125	costruire il grattacielo	1	5	5
126	istituire la caserma	1	2	5
127	distruggere la palazzina	1	5	5
128	edificare la torre	1	5	5
129	valutare il collegio	1	1	5
130	aiutare il bambino	5	1	5
131	valutare lo albergo	1	3	5
132	ristrutturare l'economia	1	1	5
133	distruggere l'edificio	1	5	5
134	sostenere lo albergo	1	5	5
135	demolire lo albergo	1	5	5
136	sostenere la tesi	5	5	5
137	sospendere la caserma	1	3	5
138	costruire la brigata	1	3	5
139	edificare la villa	1	5	5
140	mantenere l'esercito	1	5	5
141	istituire il collegio	1	2	5
142	visitare il palazzo	1	5	5
143	valutare il risultato	1	1	5
144	edificare la fortezza	1	5	5
145	sostenere il progetto	5	2	5
146	istituire la chiesa	1	1	5
147	valutare l'ufficio	1	3	5
148	mantenere il palazzo	1	3	5
149	aiutare l'ospedale	4	1	5
150	aiutare il mercato	3	1	5
151	aiutare la chiesa	2	1	5
152	ristrutturare l'ufficio	1	5	5
153	aiutare lo sviluppo	1	1	5
154	sostenere lo sviluppo	2	1	5
155	costruire la famiglia	1	2	5
156	istituire il sistema	1	1	5
157	valutare il mercato	3	1	5
158	valutare l'ospedale	1	1	5
159	sospendere la partenza	2	5	5
160	istituire l'ospedale	1	5	5
161	demolire la chiesa	1	5	5
162	sostenere la chiesa	1	1	5
163	sospendere il collegio	1	1	5
164	sostenere la causa	5	1	5
165	sospendere il pagamento	3	3	5
166	edificare la caserma	1	3	5
