	CONCETTI TARGET	familiarita'	concretezza	immaginabilita'
0	chiudere il libro	5	5	5
1	sfogliare il catalogo	4	4	5
2	presentare il libro	3	3	4
3	regalare il diario	3	2	4
4	sfogliare il libro	5	4	4
5	aprire la rivista	4	5	4
6	consultare la rivista	4	3	4
7	regalare il catalogo	2	2	4
8	regalare il libro	3	2	4
9	comprare il libro	4	3	4
10	raccogliere il catalogo	2	2	2
11	comprare il disegno	2	3	2
12	raccogliere il disegno	2	3	3
13	comprare il catalogo	3	3	3
14	raccogliere il libro	3	3	4
15	regalare la rivista	3	2	4
16	raccogliere la rivista	2	3	4
17	consultare il catalogo	2	3	2
18	presentare il catalogo	2	2	3
19	presentare il disegno	2	2	2
20	consultare il libro	4	3	4
21	aprire il catalogo	2	3	3
22	chiudere il catalogo	2	3	4
23	spiegare il disegno	2	2	2
24	presentare il diario	1	2	2
25	chiudere la rivista	3	3	4
26	spiegare il libro	4	2	4
27	regalare il disegno	2	2	3
28	comprare il diario	2	3	4
29	sfogliare il diario	3	3	4
30	aprire il diario	3	3	4
31	chiudere il diario	3	3	4
32	sfogliare la rivista	4	3	4
33	raccogliere il diario	2	3	4
34	presentare la rivista	2	2	3
35	comprare la rivista	3	3	3
36	aprire il libro	5	3	4
