	CONCETTI TARGET	familiarita'	concretezza	immaginabilita'
0	armadio antico	4.0	5.0	5.0
1	sedia antica	4.0	5.0	4.0
2	armadio nuovo	4.0	5.0	5.0
3	notizia vecchio	3.0	1.0	5.0
4	armadio moderno	4.0	5.0	5.0
5	sedia moderna	4.0	5.0	4.0
6	divano moderno	5.0	5.0	5.0
7	tavolo antico	5.0	5.0	5.0
8	idea vecchia	4.0	1.0	4.0
9	notizia nuova	4.0	1.0	4.0
10	poesia semplice	2.0	4.0	4.0
11	armadio semplice	2.0	3.0	3.0
12	favola nuova	2.0	2.0	2.0
13	poesia antica	2.0	4.0	2.0
14	poesia moderna	2.0	4.0	3.0
15	idea semplice	3.0	1.0	4.0
16	divano vecchio	3.0	4.0	4.0
17	storia nuova	2.0	2.0	4.0
18	notizia semplice	2.0	1.0	3.0
19	storia moderna	2.0	3.0	2.0
20	favola antica	2.0	2.0	2.0
21	poesia nuova	2.0	3.0	2.0
22	sedia nuova	3.0	4.0	4.0
23	storia vecchia	2.0	2.0	3.0
24	tavolo vecchio	3.0	4.0	4.0
25	sedia semplice	2.0	4.0	3.0
26	tavolo semplice	2.0	4.0	2.0
27	scrivania moderna	4.0	4.0	4.0
28	scrivania vecchia	3.0	4.0	4.0
29	sedia vecchia	2.0	4.0	4.0
30	storia antica	2.0	2.0	2.0
31	favola semplice	2.0	1.0	3.0
32	divano nuovo	4.0	4.0	5.0
33	scrivania antica	3.0	4.0	4.0
34	favola vecchia	2.0	1.0	3.0
35	idea nuova	3.0	1.0	2.0
36	armadio vecchio	3.0	4.0	4.0
37	tavolo nuovo	3.0	4.0	4.0
38	divano antico	3.0	4.0	4.0
39	storia semplice	2.0	1.0	3.0
40	scrivania nuova	3.0	4.0	4.0
41	favola moderna	2.0	1.0	3.0
42	scrivania semplice	3.0	4.0	3.0
43	tavolo moderno	3.0	4.0	3.0
44	divano semplice	2.0	3.0	2.0
45				
46	 			
