	CONCETTI TARGET	familiarita'	concretezza	immaginabilita'
0	consultare l'articolo	5	4	4
1	presentare la domanda	3	3	3
2	spiegare il motivo	5	4	4
3	consultare la sezione	5	4	4
4	consultare l'elenco	5	4	4
5	presentare l'istanza	4	3	3
6	presentare il progetto	5	5	5
7	spiegare la parola	4	4	5
8	spiegare la situazione	5	4	4
9	consultare l'appendice	5	4	5
10	presentare la denuncia	1	4	3
11	presentare il programma	5	4	5
12	consultare l'esperto	5	4	5
13	presentare il problema	5	4	5
14	spiegare la ragione	5	4	4
15	consultare la tabella	5	5	5
16	spiegare il significato	5	4	4
17	spiegare il concetto	4	4	4
