	CONCETTI TARGET	familiarita'	concretezza	immaginabilita'
63	demolire la scuola	3	4	3
64	sostenere l'ufficio	3	2	3
65	distruggere il condominio	3	3	3
66	sospendere l'ufficio	3	1	3
67	visitare il comitato	3	2	3
68	sospendere l'ospedale	2	2	3
69	visitare il castello	5	4	4
70	istituire il servizio	5	3	4
71	distruggere la famiglia	1	1	1
72	demolire il collegio	1	3	3
73	edificare l'ospedale	4	4	4
74	edificare la scuola	4	4	4
75	valutare l'impatto	4	3	3
76	edificare il mercato	3	2	3
77	mantenere la famiglia	3	3	3
78	sostenere la scuola	3	3	3
79	costruire il castello	4	4	4
80	distruggere il palazzo	3	4	3
81	costruire la palazzina	4	4	4
82	distruggere il comitato	2	4	3
83	valutare il rischio	4	3	4
84	mantenere il monumento	3	3	4
85	sospendere la scuola	3	3	3
86	istituire il consiglio	4	4	4
87	sospendere la partita	4	4	3
88	mantenere il duomo	3	4	3
89	costruire la squadra	4	4	3
90	ristrutturare l'appartamento	3	5	4
91	valutare il caso	5	2	4
92	visitare il reggimento	1	2	3
93	istituire lo albergo	1	3	3
94	ristrutturare la chiesa	4	4	4
95	sostenere il collegio	3	3	3
96	ristrutturare la casa	4	4	4
97	visitare il duomo	5	5	4
98	demolire l'ufficio	2	3	3
99	valutare la scuola	2	3	3
100	mantenere il partito	2	2	2
101	istituire il tribunale	3	4	4
102	sospendere il servizio	4	3	3
103	visitare il monumento	5	4	4
104	distruggere il castello	4	3	3
105	edificare il muro	4	4	3
106	demolire la caserma	2	2	2
107	visitare la squadra	3	3	2
108	aiutare il popolo	3	3	3
109	edificare l'ufficio	3	3	3
110	aiutare la scuola	3	3	3
111	distruggere il partito	3	2	3
112	demolire l'ospedale	4	3	3
113	demolire la fondamenta	3	2	3
114	edificare la chiesa	3	4	3
115	sospendere la chiesa	1	2	3
116	mantenere la palazzina	3	2	4
117	mantenere il condominio	3	3	4
118	costruire il palazzo	5	4	4
119	ristrutturare la caserma	2	3	2
120	visitare il partito	2	3	3
121	valutare la caserma	3	2	3
122	aiutare la persona	4	3	3
123	costruire il comitato	1	3	3
124	demolire il mercato	2	3	3
125	costruire il grattacielo	4	4	3
126	istituire la caserma	2	3	3
127	distruggere la palazzina	3	4	3
128	edificare la torre	3	4	3
129	valutare il collegio	2	1	2
130	aiutare il bambino	4	3	3
131	valutare lo albergo	3	2	3
132	ristrutturare l'economia	2	2	3
133	distruggere l'edificio	3	4	3
134	sostenere lo albergo	2	2	3
135	demolire lo albergo	3	2	3
136	sostenere la tesi	4	3	3
137	sospendere la caserma	1	2	2
138	costruire la brigata	2	2	2
139	edificare la villa	3	3	2
140	mantenere l'esercito	2	2	1
141	istituire il collegio	2	3	2
142	visitare il palazzo	4	4	4
143	valutare il risultato	5	3	4
144	edificare la fortezza	2	3	3
145	sostenere il progetto	3	4	3
146	istituire la chiesa	3	3	2
147	valutare l'ufficio	3	2	3
148	mantenere il palazzo	3	3	3
149	aiutare l'ospedale	3	3	3
150	aiutare il mercato	3	2	2
151	aiutare la chiesa	3	3	2
152	ristrutturare l'ufficio	2	3	3
153	aiutare lo sviluppo	2	2	3
154	sostenere lo sviluppo	3	3	3
155	costruire la famiglia	2	2	3
156	istituire il sistema	3	3	3
157	valutare il mercato	3	2	3
158	valutare l'ospedale	4	3	3
159	sospendere la partenza	3	2	2
160	istituire l'ospedale	3	3	4
161	demolire la chiesa	3	4	2
162	sostenere la chiesa	3	3	2
163	sospendere il collegio	2	3	2
164	sostenere la causa	4	3	3
165	sospendere il pagamento	4	3	2
166	edificare la caserma	3	4	1
