	CONCETTI TARGET	familiarita'	concretezza	immaginabilita'
0	ristrutturare l'ospedale	3	4	4
1	sostenere la caserma	1	2	2
2	valutare la proposta	4	2	3
3	aiutare il collegio	2	2	2
4	istituire l'ufficio	2	3	3
5	visitare la brigata	1	4	3
6	distruggere il monumento	4	4	3
7	costruire l'edificio	4	5	4
8	edificare il socialismo	1	2	2
9	aiutare il cliente	5	3	3
10	istituire il mercato	2	2	2
11	ristrutturare il collegio	4	4	3
12	valutare la condizione	5	3	3
13	distruggere il duomo	4	4	3
14	costruire il duomo	4	5	4
15	sospendere il mercato	2	2	2
16	sospendere il processo	4	4	3
17	edificare la casa	4	4	4
18	distruggere l'esercito	3	3	2
19	sospendere lo sciopero	2	2	2
20	sostenere lo sforzo	3	2	3
21	visitare l'edificio	5	5	4
22	mantenere la squadra	5	3	4
23	valutare l'ipotesi	5	3	4
24	mantenere il castello	3	5	3
25	mantenere l'edificio	4	5	4
26	ristrutturare la scuola	4	5	4
27	istituire la commissione	4	4	3
28	distruggere il reggimento	3	4	2
29	distruggere la brigata	2	3	2
30	distruggere la squadra	3	2	2
31	ristrutturare l'azienda	3	3	3
32	sostenere il contrario	4	3	3
33	costruire il condominio	4	4	4
34	aiutare l'ufficio	2	2	2
35	costruire il reggimento	2	2	2
36	sospendere la seduta	4	3	3
37	ristrutturare il mercato	3	2	2
38	ristrutturare lo albergo	4	4	3
39	visitare la palazzina	5	4	4
40	demolire la casa	4	4	3
41	sostenere l'ospedale	3	3	3
42	aiutare la crescita	3	2	3
43	valutare la chiesa	4	3	3
44	sospendere lo albergo	2	2	3
45	demolire la torre	3	3	3
46	sostenere il mercato	2	2	3
47	aiutare il processo	3	3	3
48	valutare la situazione	4	2	4
49	edificare il collegio	3	3	3
50	valutare l'efficacia	4	2	4
51	edificare lo albergo	4	4	4
52	istituire la scuola	4	5	4
53	aiutare lo albergo	2	3	3
54	costruire il partito	3	2	2
55	costruire l'esercito	2	2	2
56	visitare la famiglia	4	3	4
57	aiutare la caserma	2	2	2
58	costruire il monumento	4	4	4
59	mantenere il comitato	2	3	3
60	visitare l'esercito	1	2	3
61	demolire il muro	4	4	3
62	sostenere l'esame	5	4	4
